# deflation comparison: n=24 nd=13824 steps=350 regime=0 nsub=64 (m: Sys1 4 Sys2 4 Sys3 8)
step,t,s1_v0,s1_v1,s1_v2,s1_v3,s1_v4,s1_v5,s2_v0,s2_v1,s2_v2,s2_v3,s2_v4,s2_v5,s3_v0,s3_v1,s3_v2,s3_v3,s3_v4,s3_v5
337,337,16,6,15,6,6,6,153,132,63,53,134,54,173,106,61,32,66,31
338,338,16,1,15,1,2,2,0,0,0,0,0,0,173,111,61,33,91,33
339,339,16,1,15,1,1,1,0,0,0,0,0,0,173,118,61,35,103,35
340,340,16,1,15,1,1,1,0,0,0,0,0,0,173,83,61,24,54,23
341,341,16,1,15,1,1,1,0,0,0,0,0,0,173,96,61,25,55,25
342,342,16,0,15,0,0,0,0,0,0,0,0,0,173,109,61,30,87,30
343,343,16,0,15,0,0,0,0,0,0,0,0,0,173,119,61,37,112,37
344,344,16,0,15,0,0,0,0,0,0,0,0,0,173,19,61,8,5,5
345,345,16,0,15,0,0,0,0,0,0,0,0,0,173,0,61,0,0,0
346,346,16,0,15,0,0,0,0,0,0,0,0,0,173,0,61,0,0,0
347,347,16,0,15,0,0,0,0,0,0,0,0,0,173,0,61,0,0,0
348,348,16,0,15,0,0,0,0,0,0,0,0,0,173,0,61,0,0,0
349,349,16,0,15,0,0,0,0,0,0,0,0,0,173,0,61,0,0,0
#
# ===== deflation comparison (regime 0) =====
# 几何粗空间一次性 setup: Sys1 0.037 s  Sys2 0.047 s  Sys3 0.040 s (64 次 matvec,被所有步摊销)
# --- Sys1 (m=4) ---
#   cold(不做)               5616 iters (  -0.0%)     1.540 s (  -0.0%)  0-iter 0
#   窗口 only                2048 iters ( -63.5%)     0.736 s ( -52.2%)  0-iter 154
#   几何粗空间 only       5412 iters (  -3.6%)     1.652 s (  +7.3%)  0-iter 0
#   几何粗空间+窗口     2093 iters ( -62.7%)     0.811 s ( -47.4%)  0-iter 154
#   快照粗空间+窗口     2100 iters ( -62.6%)     0.959 s ( -37.7%)  0-iter 154
#   几何+快照+窗口       2388 iters ( -57.5%)     1.125 s ( -27.0%)  0-iter 154
# --- Sys2 (m=4) ---
#   cold(不做)              57214 iters (  -0.0%)    15.740 s (  -0.0%)  0-iter 0
#   窗口 only               24980 iters ( -56.3%)     7.034 s ( -55.3%)  0-iter 124
#   几何粗空间 only      25406 iters ( -55.6%)     7.791 s ( -50.5%)  0-iter 0
#   几何粗空间+窗口    10523 iters ( -81.6%)     3.412 s ( -78.3%)  0-iter 124
#   快照粗空间+窗口    23059 iters ( -59.7%)     8.802 s ( -44.1%)  0-iter 124
#   几何+快照+窗口      10412 iters ( -81.8%)     4.379 s ( -72.2%)  0-iter 124
# --- Sys3 (m=8) ---
#   cold(不做)              55607 iters (  -0.0%)    15.725 s (  -0.0%)  0-iter 0
#   窗口 only               13708 iters ( -75.3%)     4.154 s ( -73.6%)  0-iter 125
#   几何粗空间 only      19809 iters ( -64.4%)     6.441 s ( -59.0%)  0-iter 0
#   几何粗空间+窗口     5285 iters ( -90.5%)     1.990 s ( -87.3%)  0-iter 125
#   快照粗空间+窗口    11604 iters ( -79.1%)     5.791 s ( -63.2%)  0-iter 125
#   几何+快照+窗口       5295 iters ( -90.5%)     3.003 s ( -80.9%)  0-iter 125
