# asm_stride_test  n=24 nd=13824 steps=2500 dt=0.01 ms (T=25 ms) stride=1 (Sys2/Sys3 every 0.01 ms) win=16 wstride=50 (span 8 ms) gcut=1e-08 regime=0 pc=sASM+IC(0) nsub=4 ovl=1 setup=0.001 s
step,t_ms,s1_v0,s1_v1,s1_v2,s1_v3,s1_v4,s2_v0,s2_v1,s2_v2,s2_v3,s2_v4,s3_v0,s3_v1,s3_v2,s3_v3,s3_v4
1100,11.0000,7,5,4,5,5,60,49,46,59,48,59,47,35,53,41
1101,11.0100,7,5,4,5,4,60,49,46,49,49,59,47,41,44,44
1102,11.0200,7,5,5,5,5,60,49,46,50,46,59,46,40,44,41
1103,11.0300,7,5,4,5,5,60,49,46,51,46,59,46,37,46,40
1104,11.0400,7,5,4,6,5,60,49,46,52,47,59,46,37,47,39
1105,11.0500,7,5,4,6,5,60,49,45,52,47,59,47,40,48,40
1106,11.0600,7,5,5,6,5,60,49,46,53,47,59,45,40,48,40
1107,11.0700,7,5,4,6,5,60,49,46,53,47,59,47,39,49,40
1108,11.0800,7,5,4,6,5,60,46,46,53,48,59,46,40,49,42
1109,11.0900,7,5,4,6,5,60,47,46,54,48,59,45,38,50,40
1110,11.1000,7,5,4,6,5,60,49,47,54,48,59,45,37,50,39
1111,11.1100,7,5,4,6,5,60,45,46,54,48,59,49,43,50,44
1112,11.1200,7,5,4,6,5,60,49,46,54,48,59,48,40,51,41
1113,11.1300,7,5,4,6,5,60,45,45,54,48,59,46,40,51,40
1114,11.1400,7,5,4,6,5,60,49,46,55,48,59,48,40,51,41
1115,11.1500,7,5,4,6,5,60,49,45,55,48,59,48,36,51,40
1116,11.1600,7,5,4,6,5,60,49,46,55,48,59,48,37,49,40
1117,11.1700,7,5,5,6,5,60,49,47,55,48,59,48,35,49,40
1118,11.1800,7,5,4,6,5,60,49,45,55,48,59,48,38,51,39
1119,11.1900,7,5,5,6,5,60,49,46,55,49,59,48,42,51,43
1120,11.2000,7,5,4,6,5,60,49,46,56,49,59,47,38,51,42
1121,11.2100,7,5,4,6,5,60,49,47,56,49,59,47,40,51,40
1122,11.2200,7,5,4,6,5,60,49,46,56,49,59,46,35,51,40
1123,11.2300,7,5,4,6,5,60,49,46,56,49,59,46,36,51,39
1124,11.2400,7,5,4,6,5,60,49,46,56,49,59,46,39,51,41
1125,11.2500,7,5,4,6,5,60,46,45,57,49,59,49,36,51,42
1126,11.2600,7,5,4,6,5,60,49,46,57,49,59,49,34,51,42
1127,11.2700,7,5,4,6,5,60,45,46,57,49,59,46,44,51,44
1128,11.2800,7,5,4,6,5,60,49,46,57,49,59,46,37,51,43
1129,11.2900,7,5,4,6,5,60,46,46,57,49,59,49,41,51,44
1130,11.3000,7,5,4,6,5,60,45,47,57,49,59,47,39,50,44
1131,11.3100,7,5,4,6,5,60,46,46,57,49,59,48,41,52,45
1132,11.3200,7,5,4,6,5,60,49,46,58,49,59,49,39,52,45
1133,11.3300,7,5,4,6,5,60,49,46,58,49,59,49,39,52,45
1134,11.3400,7,5,4,6,5,60,49,46,58,49,59,49,40,52,44
1135,11.3500,7,5,4,6,5,60,49,45,58,49,59,49,40,52,41
1136,11.3600,7,5,4,6,5,60,49,46,58,49,59,49,36,52,41
1137,11.3700,7,5,4,6,5,60,49,46,58,49,59,49,36,52,41
1138,11.3800,7,5,4,6,5,60,49,46,58,49,59,49,37,53,40
1139,11.3900,7,5,4,6,5,60,49,46,58,49,59,49,38,53,40
1140,11.4000,7,5,4,6,5,60,49,46,58,49,59,49,38,53,40
1141,11.4100,7,5,4,6,5,60,49,46,58,49,59,46,40,53,43
1142,11.4200,7,5,4,6,5,60,49,45,58,49,59,46,40,53,44
1143,11.4300,7,5,4,6,5,60,49,46,58,49,59,49,40,53,45
1144,11.4400,7,5,4,6,5,60,45,46,58,49,59,49,38,53,45
1145,11.4500,7,5,4,6,5,60,47,46,58,49,59,47,38,53,44
1146,11.4600,7,5,4,6,5,60,49,46,58,49,59,46,37,53,43
1147,11.4700,7,5,4,6,5,60,49,46,58,49,59,46,37,53,42
1148,11.4800,7,5,4,6,5,60,49,45,59,49,59,46,32,53,41
1149,11.4900,7,5,4,6,5,60,49,46,59,49,59,46,35,53,41
1150,11.5000,7,5,4,5,5,60,46,46,59,49,59,46,37,53,41
1151,11.5100,7,5,4,5,4,60,46,45,48,48,59,46,40,43,43
1152,11.5200,7,5,5,5,5,60,45,46,50,46,59,46,40,46,41
1153,11.5300,7,5,4,5,5,60,46,45,51,46,59,46,37,46,39
1154,11.5400,7,5,4,6,5,60,45,46,52,46,59,46,33,47,34
1155,11.5500,7,5,4,6,5,60,45,46,52,47,59,49,42,47,43
1156,11.5600,7,5,4,6,5,60,49,46,52,48,59,46,40,47,42
1157,11.5700,7,5,5,6,5,60,49,47,53,48,59,46,39,47,43
1158,11.5800,7,5,4,6,5,60,49,45,53,48,59,46,38,49,41
1159,11.5900,7,5,4,6,5,60,49,46,53,48,59,46,38,50,40
1160,11.6000,7,5,4,6,5,60,49,45,53,48,59,48,40,50,42
1161,11.6100,7,5,4,6,5,60,49,46,54,48,59,48,42,50,44
1162,11.6200,7,5,4,6,5,60,49,46,54,48,59,49,40,50,44
1163,11.6300,7,5,4,6,5,60,49,46,54,48,59,49,37,50,41
1164,11.6400,7,5,4,6,5,60,49,46,54,48,59,49,41,51,45
1165,11.6500,7,5,4,6,5,60,49,46,54,49,59,49,34,51,45
1166,11.6600,7,5,4,6,5,60,49,46,54,49,59,49,36,51,44
1167,11.6700,7,5,4,6,5,60,49,45,54,48,59,49,40,51,41
1168,11.6800,7,5,5,6,5,60,49,46,55,49,59,49,39,51,44
1169,11.6900,7,5,5,6,5,60,49,46,55,49,59,49,38,52,44
1170,11.7000,7,5,4,6,5,60,49,46,55,49,59,46,38,52,41
1171,11.7100,7,5,4,6,5,60,49,45,55,49,59,47,41,52,44
1172,11.7200,7,5,4,6,5,60,49,46,55,48,59,47,39,52,45
1173,11.7300,7,5,4,6,5,60,49,46,55,49,59,49,41,52,43
1174,11.7400,7,5,4,6,5,60,49,46,55,49,59,46,39,52,43
1175,11.7500,7,5,5,6,5,60,49,46,55,49,59,47,41,52,42
1176,11.7600,7,5,4,6,5,60,49,46,55,49,59,47,36,53,41
1177,11.7700,7,5,4,6,5,60,49,45,55,49,59,46,37,53,42
1178,11.7800,7,5,4,6,5,60,49,46,55,49,59,47,40,53,44
1179,11.7900,7,5,4,6,5,60,49,46,56,49,59,48,37,53,42
1180,11.8000,7,5,4,6,5,60,49,46,56,49,59,49,39,53,40
1181,11.8100,7,5,4,6,5,60,49,45,56,49,59,47,39,53,41
1182,11.8200,7,5,4,6,5,60,48,46,56,49,59,49,38,53,40
1183,11.8300,7,5,4,6,5,60,48,46,56,49,59,49,40,53,41
1184,11.8400,7,5,4,6,5,60,48,46,56,49,59,49,38,53,41
1185,11.8500,7,5,4,6,5,60,48,46,56,49,59,49,35,53,41
1186,11.8600,7,5,4,6,5,60,48,46,56,49,59,48,40,53,41
1187,11.8700,7,5,4,6,5,60,48,46,56,49,59,46,37,54,41
1188,11.8800,7,5,4,6,5,60,48,45,56,49,59,47,37,54,40
1189,11.8900,7,5,4,6,5,60,48,46,56,49,59,47,41,54,44
1190,11.9000,7,5,4,6,5,60,48,46,56,49,59,49,35,54,45
1191,11.9100,7,5,4,6,5,60,48,46,56,49,59,49,36,54,45
1192,11.9200,7,5,4,6,5,60,48,46,56,49,59,49,37,54,45
1193,11.9300,7,5,5,6,5,60,48,46,56,49,59,47,40,54,42
1194,11.9400,7,5,4,6,5,60,45,46,56,49,59,49,39,54,42
1195,11.9500,7,5,4,6,5,60,47,46,56,49,59,49,38,54,41
1196,11.9600,7,5,4,6,5,60,48,45,56,49,59,49,38,54,41
1197,11.9700,7,5,4,6,5,60,48,45,57,49,59,46,41,54,42
1198,11.9800,7,5,4,6,5,60,48,46,57,49,59,49,43,54,44
1199,11.9900,7,5,4,6,5,60,48,46,57,49,59,49,39,54,45
1200,12.0000,7,5,4,5,5,60,49,46,57,49,59,49,36,54,45
1201,12.0100,7,5,4,5,4,60,49,46,49,49,59,49,43,42,42
1202,12.0200,7,5,4,5,4,60,49,46,50,46,59,49,41,45,41
1203,12.0300,7,5,4,5,5,60,49,46,51,46,59,49,39,47,41
1204,12.0400,7,5,4,6,5,60,49,46,52,47,59,49,35,49,40
1205,12.0500,7,5,4,6,5,60,49,46,52,47,59,49,42,49,44
1206,12.0600,7,5,4,6,5,60,49,46,52,47,59,48,39,49,44
1207,12.0700,7,5,4,6,5,60,49,46,53,47,59,47,38,48,43
1208,12.0800,7,5,4,6,5,60,49,46,53,47,59,46,40,47,43
1209,12.0900,7,5,4,6,5,60,48,46,53,48,59,47,40,47,42
1210,12.1000,7,5,5,6,5,60,48,46,53,48,59,48,39,47,43
1211,12.1100,7,5,5,6,5,60,48,46,54,48,59,45,40,48,44
1212,12.1200,7,5,4,6,5,60,48,46,54,48,59,45,37,48,44
1213,12.1300,7,5,4,6,5,60,48,46,54,48,59,45,37,48,43
1214,12.1400,7,5,4,6,5,60,48,46,54,48,59,45,37,49,42
1215,12.1500,7,5,4,6,5,60,48,46,55,48,59,46,37,50,41
1216,12.1600,7,5,4,6,5,60,48,46,55,48,59,46,38,51,41
1217,12.1700,7,5,5,6,5,60,48,46,55,48,59,46,39,51,41
1218,12.1800,7,5,4,6,5,60,48,45,55,48,59,47,39,51,40
1219,12.1900,7,5,5,6,5,60,48,46,55,48,59,45,41,51,41
1220,12.2000,7,5,5,6,5,60,48,46,55,48,59,45,37,51,39
1221,12.2100,7,5,4,6,5,60,48,46,55,48,59,45,39,51,41
1222,12.2200,7,5,4,6,5,60,48,46,56,48,59,45,40,51,41
1223,12.2300,7,5,4,6,5,60,48,45,56,48,59,45,35,51,41
1224,12.2400,7,5,4,6,5,60,48,46,56,48,59,45,40,51,41
1225,12.2500,7,5,4,6,5,60,48,45,56,48,59,45,37,51,41
1226,12.2600,7,5,4,6,5,60,48,46,56,48,59,45,37,51,41
1227,12.2700,7,5,4,6,5,60,48,45,56,48,59,45,35,53,41
1228,12.2800,7,5,4,6,5,60,48,45,57,48,59,45,37,53,41
1229,12.2900,7,5,4,6,5,60,48,46,57,49,59,46,40,53,42
1230,12.3000,7,5,5,6,5,60,49,46,57,49,59,46,38,53,41
1231,12.3100,7,5,5,6,5,60,49,46,57,49,59,45,41,53,41
1232,12.3200,7,5,4,6,5,60,49,45,57,49,59,45,40,54,41
1233,12.3300,7,5,4,6,5,60,49,45,57,49,59,45,40,54,42
1234,12.3400,7,5,4,6,5,60,49,45,58,48,59,45,40,54,44
1235,12.3500,7,5,4,6,5,60,49,45,58,48,59,46,39,53,45
1236,12.3600,7,5,5,6,5,60,49,46,58,48,59,46,41,51,40
1237,12.3700,7,5,5,6,5,60,49,46,58,49,59,46,38,50,45
1238,12.3800,7,5,4,6,5,60,49,46,58,49,59,46,38,51,45
1239,12.3900,7,5,5,6,5,60,49,46,58,49,59,46,40,51,45
1240,12.4000,7,5,4,6,5,60,49,46,58,49,59,46,36,54,45
1241,12.4100,7,5,5,6,5,60,49,46,58,49,59,45,41,54,44
1242,12.4200,7,5,4,6,5,60,49,45,58,49,59,45,40,54,45
1243,12.4300,7,5,4,6,5,60,49,45,58,49,59,47,40,54,44
1244,12.4400,7,5,4,6,5,60,49,46,58,48,59,47,38,54,42
1245,12.4500,7,5,4,6,5,60,49,46,58,48,59,47,32,54,42
1246,12.4600,7,5,5,6,5,60,49,46,58,49,59,46,37,54,42
1247,12.4700,7,5,5,6,5,60,49,46,59,49,59,46,38,54,42
1248,12.4800,7,5,4,6,5,60,49,45,59,48,59,46,38,54,42
1249,12.4900,7,5,4,6,5,60,49,46,59,48,59,46,38,54,42
1250,12.5000,7,5,4,5,5,60,49,45,59,48,59,46,38,54,42
1251,12.5100,7,5,4,5,4,60,49,43,48,48,59,48,44,40,40
1252,12.5200,7,5,5,5,5,60,49,46,50,46,59,48,41,42,41
1253,12.5300,7,5,4,5,5,60,49,45,51,46,59,48,38,43,40
1254,12.5400,7,5,4,6,5,60,49,45,51,46,59,49,40,46,41
1255,12.5500,7,5,5,6,5,60,50,46,52,47,59,49,40,47,43
1256,12.5600,7,5,5,6,5,60,50,46,52,47,59,49,40,47,42
1257,12.5700,7,5,5,6,5,60,50,46,53,47,59,49,38,48,41
1258,12.5800,7,5,4,6,5,60,50,45,53,47,59,49,34,48,41
1259,12.5900,7,5,4,6,5,60,50,45,53,47,59,49,38,49,40
1260,12.6000,7,5,4,6,5,60,50,44,53,47,59,49,39,49,40
1261,12.6100,7,5,4,6,5,60,50,44,53,47,59,49,39,48,43
1262,12.6200,7,5,4,6,5,60,50,45,54,47,59,49,36,47,42
1263,12.6300,7,5,5,6,5,60,50,45,54,47,59,49,40,47,42
1264,12.6400,7,5,5,6,5,60,50,46,54,47,59,49,40,47,41
1265,12.6500,7,5,5,6,5,60,50,45,54,47,59,49,37,47,40
1266,12.6600,7,5,4,6,5,60,50,45,54,47,59,49,37,48,39
1267,12.6700,7,5,4,6,5,60,50,45,54,47,59,48,41,48,41
1268,12.6800,7,5,5,6,5,60,50,46,54,48,59,48,42,48,43
1269,12.6900,7,5,4,6,5,60,50,44,55,47,59,48,38,49,44
1270,12.7000,7,5,4,6,5,60,50,45,55,47,59,48,37,50,44
1271,12.7100,7,5,5,6,5,60,50,44,55,47,59,48,40,51,42
1272,12.7200,7,5,4,6,5,60,50,45,55,47,59,48,40,50,45
1273,12.7300,7,5,4,6,5,60,50,45,55,48,59,48,41,51,45
1274,12.7400,7,5,4,6,5,60,50,44,55,48,59,48,39,52,45
1275,12.7500,7,5,4,6,5,60,50,45,56,48,59,48,40,52,44
1276,12.7600,7,5,5,6,5,60,50,46,56,48,59,48,40,53,44
1277,12.7700,7,5,4,6,5,60,50,44,56,48,59,48,36,53,43
1278,12.7800,7,5,5,6,5,60,50,44,56,48,59,48,41,53,41
1279,12.7900,7,5,5,6,5,60,50,46,56,48,59,48,40,53,42
1280,12.8000,7,5,4,6,5,60,50,44,56,48,59,48,40,53,41
1281,12.8100,7,5,4,6,5,60,50,46,56,48,59,48,41,52,43
1282,12.8200,7,5,5,6,5,60,50,45,56,48,59,48,40,51,42
1283,12.8300,7,5,5,6,5,60,50,45,56,48,59,48,39,53,42
1284,12.8400,7,5,5,6,5,60,50,46,57,48,59,48,38,53,42
1285,12.8500,7,5,4,6,5,60,50,44,57,48,59,48,38,53,41
1286,12.8600,7,5,5,6,5,60,50,45,57,48,59,48,40,53,42
1287,12.8700,7,5,4,6,5,60,50,45,57,48,59,48,35,54,42
1288,12.8800,7,5,5,6,5,60,50,44,58,48,59,48,37,54,42
1289,12.8900,7,5,5,6,5,60,50,45,58,48,59,48,41,54,41
1290,12.9000,7,5,4,6,5,60,50,44,58,48,59,48,37,54,43
1291,12.9100,7,5,4,6,5,60,50,45,58,48,59,48,37,54,43
1292,12.9200,7,5,5,6,5,60,46,46,58,48,59,48,34,54,43
1293,12.9300,7,5,4,6,5,60,49,45,58,48,59,48,27,54,41
1294,12.9400,7,5,5,6,5,60,50,44,58,48,59,48,40,54,41
1295,12.9500,7,5,5,6,5,60,50,45,58,48,59,48,37,54,41
1296,12.9600,7,5,4,6,5,60,50,44,58,48,59,48,37,54,41
1297,12.9700,7,5,5,6,5,60,50,45,58,48,60,48,37,54,41
1298,12.9800,7,5,5,6,5,60,50,45,58,48,60,48,43,54,43
1299,12.9900,7,5,4,6,5,60,50,44,58,48,60,48,37,54,41
1300,13.0000,7,5,5,5,5,60,50,46,58,47,60,48,38,54,41
1301,13.0100,7,5,4,5,4,60,50,46,48,48,60,48,39,41,41
1302,13.0200,7,5,4,5,4,60,50,44,49,45,60,48,39,45,36
1303,13.0300,7,5,5,5,5,60,50,45,51,45,60,48,41,45,41
1304,13.0400,7,5,5,6,5,60,50,45,51,46,60,48,37,46,40
1305,13.0500,7,5,5,6,5,60,50,46,52,47,60,48,44,47,43
1306,13.0600,7,5,4,6,5,60,50,44,52,47,60,48,37,47,42
1307,13.0700,7,5,4,6,5,60,50,45,52,47,60,48,38,48,40
1308,13.0800,7,5,5,6,5,60,50,45,53,47,60,48,39,49,40
1309,13.0900,7,5,5,6,5,60,50,45,53,47,60,48,40,49,40
1310,13.1000,7,5,5,6,5,60,50,45,53,47,60,48,37,49,41
1311,13.1100,7,5,5,6,5,60,50,46,53,47,60,48,44,46,41
1312,13.1200,7,5,5,6,5,60,50,45,54,47,60,48,40,50,42
1313,13.1300,7,5,4,6,5,60,50,45,54,47,60,48,40,50,41
1314,13.1400,7,5,4,6,5,60,50,46,54,47,60,48,39,50,40
1315,13.1500,7,5,5,6,5,60,50,46,54,47,60,48,37,50,40
1316,13.1600,7,5,4,6,5,60,49,45,55,47,60,48,38,50,40
1317,13.1700,7,5,5,6,5,60,49,46,55,48,60,48,39,50,40
1318,13.1800,7,5,4,6,5,60,49,45,55,48,60,48,37,50,40
1319,13.1900,7,5,4,6,5,60,49,44,55,48,60,48,39,50,43
1320,13.2000,7,5,5,6,5,60,49,46,55,48,60,48,35,51,42
1321,13.2100,7,5,4,6,5,60,49,45,55,48,60,48,40,51,43
1322,13.2200,7,5,5,6,5,60,49,46,55,48,60,48,42,50,41
1323,13.2300,7,5,5,6,5,60,49,46,56,48,60,48,37,51,41
1324,13.2400,7,5,4,6,5,60,49,45,56,48,60,48,38,51,41
1325,13.2500,7,5,4,6,5,60,49,45,56,48,60,48,38,51,41
1326,13.2600,7,5,5,6,5,60,49,46,56,48,60,48,39,51,41
1327,13.2700,7,5,4,6,5,60,49,44,56,48,60,48,39,50,41
1328,13.2800,7,5,4,6,5,60,49,45,56,48,60,48,38,51,41
1329,13.2900,7,5,5,6,5,60,49,46,56,48,60,48,35,52,41
1330,13.3000,7,5,4,6,5,60,49,45,56,48,60,48,37,52,41
1331,13.3100,7,5,5,6,5,60,49,46,56,48,60,48,41,52,41
1332,13.3200,7,5,4,6,5,60,49,44,56,48,60,48,40,52,42
1333,13.3300,7,5,5,6,5,60,49,46,56,48,60,48,36,53,42
1334,13.3400,7,5,4,6,5,60,49,45,56,48,60,48,34,53,41
1335,13.3500,7,5,4,6,5,60,49,45,57,48,60,48,37,53,42
1336,13.3600,7,5,5,6,5,60,49,45,57,48,60,48,43,53,45
1337,13.3700,7,5,5,6,5,60,49,46,57,48,60,48,38,53,44
1338,13.3800,7,5,5,6,5,60,49,46,58,49,60,48,39,53,43
1339,13.3900,7,5,4,6,5,60,49,46,58,49,60,48,45,53,43
1340,13.4000,7,5,4,6,5,60,49,45,58,49,60,48,37,53,42
1341,13.4100,7,5,5,6,5,60,49,46,58,49,60,48,37,53,41
1342,13.4200,7,5,5,6,5,60,49,46,58,49,60,48,37,54,41
1343,13.4300,7,5,4,6,5,60,49,40,58,49,60,48,44,54,45
1344,13.4400,7,5,4,6,5,60,49,45,58,49,60,48,38,53,45
1345,13.4500,7,5,4,6,5,60,49,45,58,49,60,48,40,52,44
1346,13.4600,7,5,5,6,5,60,49,46,58,49,60,48,40,52,40
1347,13.4700,7,5,5,6,5,60,49,46,58,49,60,49,40,53,41
1348,13.4800,7,5,5,6,5,60,49,46,58,49,60,49,37,54,41
1349,13.4900,7,5,4,6,5,60,49,46,59,48,60,48,37,54,41
1350,13.5000,7,5,4,5,5,60,48,46,59,48,60,48,37,54,41
1351,13.5100,7,5,4,5,4,60,48,45,48,48,60,48,41,43,43
1352,13.5200,7,5,4,5,4,60,48,45,50,45,60,49,40,43,42
1353,13.5300,7,5,4,5,4,60,48,45,51,45,60,49,36,43,40
1354,13.5400,7,5,5,6,5,60,48,46,52,46,60,49,41,43,41
1355,13.5500,7,5,5,6,5,60,48,46,52,47,60,49,42,46,45
1356,13.5600,7,5,5,6,5,60,48,46,52,47,60,49,36,47,42
1357,13.5700,7,5,5,6,5,60,48,46,52,48,60,49,30,48,41
1358,13.5800,7,5,4,6,5,60,48,46,53,48,60,49,38,48,40
1359,13.5900,7,5,5,6,5,60,48,46,53,48,60,49,38,49,40
1360,13.6000,7,5,4,6,5,60,48,45,53,48,60,49,38,49,40
1361,13.6100,7,5,5,6,5,60,48,46,53,48,60,49,40,50,41
1362,13.6200,7,5,5,6,5,60,48,46,54,48,60,49,37,50,41
1363,13.6300,7,5,4,6,5,60,48,45,54,48,60,49,40,50,40
1364,13.6400,7,5,5,6,5,60,48,46,55,48,60,49,37,50,38
1365,13.6500,7,5,5,6,5,60,48,46,55,48,60,49,37,51,38
1366,13.6600,7,5,4,6,5,60,48,46,55,48,60,49,39,51,39
1367,13.6700,7,5,4,6,5,60,48,45,55,48,60,49,37,51,39
1368,13.6800,7,5,5,6,5,60,48,46,55,48,60,49,37,51,39
1369,13.6900,7,5,4,6,5,60,48,45,55,48,60,49,38,51,39
1370,13.7000,7,5,5,6,5,60,48,46,55,48,60,49,38,51,38
1371,13.7100,7,5,5,6,5,60,48,46,56,48,60,49,37,52,40
1372,13.7200,7,5,4,6,5,60,48,44,56,48,60,49,34,52,40
1373,13.7300,7,5,4,6,5,60,48,45,56,48,60,49,38,52,40
1374,13.7400,7,5,4,6,5,60,48,45,56,48,60,49,42,52,42
1375,13.7500,7,5,4,6,5,60,48,45,56,48,60,49,40,52,42
1376,13.7600,7,5,5,6,5,60,48,46,56,48,60,49,39,52,44
1377,13.7700,7,5,4,6,5,60,48,46,56,48,60,49,38,52,44
1378,13.7800,7,5,4,6,5,60,48,45,56,48,60,49,39,52,44
1379,13.7900,7,5,5,6,5,60,48,47,56,49,60,49,41,52,45
1380,13.8000,7,5,4,6,5,60,48,46,56,49,60,49,41,52,41
1381,13.8100,7,5,4,6,5,60,48,45,56,48,60,49,40,52,41
1382,13.8200,7,5,4,6,5,60,48,46,56,49,60,49,44,53,45
1383,13.8300,7,5,5,6,5,60,48,46,57,49,60,49,36,53,44
1384,13.8400,7,5,5,6,5,60,48,46,58,49,60,49,40,53,40
1385,13.8500,7,5,4,6,5,60,48,46,58,49,60,49,38,53,40
1386,13.8600,7,5,4,6,5,60,48,46,58,49,60,49,38,53,40
1387,13.8700,7,5,4,6,5,60,48,45,58,49,60,49,38,53,40
1388,13.8800,7,5,4,6,5,60,48,46,58,49,60,49,38,53,40
1389,13.8900,7,5,4,6,5,60,48,46,58,49,60,49,38,53,40
1390,13.9000,7,5,4,6,5,60,48,46,58,49,60,49,38,53,40
1391,13.9100,7,5,4,6,5,60,48,45,58,49,60,50,40,53,41
1392,13.9200,7,5,5,6,5,60,48,46,58,49,60,50,32,53,41
1393,13.9300,7,5,4,6,5,60,48,46,58,49,60,49,35,53,41
1394,13.9400,7,5,5,6,5,60,48,46,59,49,60,49,35,53,40
1395,13.9500,7,5,4,6,5,60,48,46,59,49,60,49,36,54,40
1396,13.9600,7,5,4,6,5,60,48,46,59,49,60,49,37,54,40
1397,13.9700,7,5,4,6,5,60,48,46,59,49,60,49,37,54,40
1398,13.9800,7,5,5,6,5,60,48,46,59,49,60,50,41,54,41
1399,13.9900,7,5,4,6,5,60,48,46,59,49,60,49,38,54,41
1400,14.0000,7,5,5,5,5,60,48,46,59,48,60,49,38,54,40
1401,14.0100,7,5,4,5,4,60,48,46,48,48,60,49,38,40,40
1402,14.0200,7,5,5,5,4,60,48,46,50,46,60,50,41,42,41
1403,14.0300,7,5,5,5,5,60,48,47,51,47,60,50,38,46,40
1404,14.0400,7,5,4,5,4,60,48,45,52,46,60,50,39,47,39
1405,14.0500,7,5,5,6,5,60,48,46,52,47,60,50,39,47,40
1406,14.0600,7,5,4,6,5,60,48,46,53,47,60,50,39,47,40
1407,14.0700,7,5,4,6,5,60,48,45,53,47,60,50,39,47,40
1408,14.0800,7,5,4,6,5,60,48,46,53,47,60,50,39,48,40
1409,14.0900,7,5,4,6,5,60,48,46,53,48,60,49,43,48,41
1410,14.1000,7,5,4,6,5,60,48,45,53,48,60,49,38,46,45
1411,14.1100,7,5,4,6,5,60,48,45,54,48,60,49,36,44,45
1412,14.1200,7,5,4,6,5,60,48,46,54,48,60,49,33,47,44
1413,14.1300,7,5,4,6,5,60,48,45,54,48,60,49,42,48,45
1414,14.1400,7,5,4,6,5,60,48,46,54,48,60,49,37,49,46
1415,14.1500,7,5,5,6,5,60,48,46,54,48,60,49,40,50,45
1416,14.1600,7,5,4,6,5,60,48,45,55,48,60,49,36,50,44
1417,14.1700,7,5,5,6,5,60,48,46,55,48,60,50,41,50,41
1418,14.1800,7,5,4,6,5,60,48,45,55,48,60,50,38,50,41
1419,14.1900,7,5,4,6,5,60,48,45,55,48,60,50,38,49,41
1420,14.2000,7,5,5,6,5,60,48,47,55,48,60,50,39,50,41
1421,14.2100,7,5,4,6,5,60,48,46,55,49,60,50,41,50,41
1422,14.2200,7,5,5,6,5,60,48,46,56,49,60,50,45,49,41
1423,14.2300,7,5,4,6,5,60,48,46,56,49,60,50,38,50,41
1424,14.2400,7,5,4,6,5,60,48,46,56,49,60,50,38,50,41
1425,14.2500,7,5,4,6,5,60,48,46,56,49,60,50,36,50,41
1426,14.2600,7,5,4,6,5,60,48,46,56,49,60,50,37,51,41
1427,14.2700,7,5,4,6,5,60,48,46,56,49,60,50,35,51,41
1428,14.2800,7,5,4,6,5,60,48,46,56,49,60,50,37,51,41
1429,14.2900,7,5,4,6,5,60,48,46,56,49,60,50,36,51,41
1430,14.3000,7,5,4,6,5,60,48,44,56,49,60,50,36,51,41
1431,14.3100,7,5,5,6,5,60,48,46,57,49,60,50,40,51,45
1432,14.3200,7,5,4,6,5,60,48,45,57,49,60,50,39,52,43
1433,14.3300,7,5,5,6,5,60,48,47,58,49,60,50,34,52,42
1434,14.3400,7,5,4,6,5,60,48,46,58,49,60,50,36,52,42
1435,14.3500,7,5,4,6,5,60,48,46,58,49,60,50,37,52,41
1436,14.3600,7,5,4,6,5,60,48,46,58,49,60,50,37,52,41
1437,14.3700,7,5,5,6,5,60,48,46,58,49,60,50,37,52,41
1438,14.3800,7,5,4,6,5,60,48,46,58,49,60,50,35,52,41
1439,14.3900,7,5,4,6,5,60,48,46,58,49,60,50,34,52,41
1440,14.4000,7,5,4,6,5,60,48,46,58,49,60,50,37,52,41
1441,14.4100,7,5,4,6,5,60,48,45,58,49,60,50,37,52,41
1442,14.4200,7,5,5,6,5,60,48,46,58,49,60,50,38,52,42
1443,14.4300,7,5,4,6,5,60,48,46,59,49,60,50,38,52,41
1444,14.4400,7,5,4,6,5,60,48,45,59,49,60,50,41,52,40
1445,14.4500,7,5,4,6,5,60,48,46,59,49,60,50,37,52,40
1446,14.4600,7,5,4,6,5,60,48,44,59,49,60,49,42,52,44
1447,14.4700,7,5,4,6,5,60,48,46,59,49,60,49,39,53,45
1448,14.4800,7,5,5,6,5,60,48,47,59,49,60,49,36,53,45
1449,14.4900,7,5,4,6,5,60,48,46,59,48,60,49,36,53,45
1450,14.5000,7,5,5,5,5,60,48,47,59,48,60,49,37,53,45
1451,14.5100,7,5,4,5,4,60,48,46,48,48,60,50,40,41,41
1452,14.5200,7,5,4,5,4,60,48,45,50,46,60,50,44,41,44
1453,14.5300,7,5,4,5,4,60,48,45,51,46,60,50,36,45,41
1454,14.5400,7,5,5,5,5,60,48,47,52,47,60,50,40,44,41
1455,14.5500,7,5,4,6,5,60,48,46,52,47,60,50,38,43,44
1456,14.5600,7,5,4,6,5,60,48,45,52,47,60,50,38,43,42
1457,14.5700,7,5,5,6,5,60,48,47,53,48,60,50,38,47,41
1458,14.5800,7,5,4,6,5,60,48,45,53,47,60,50,37,47,40
1459,14.5900,7,5,4,6,5,60,48,45,53,48,60,50,38,48,41
1460,14.6000,7,5,4,6,5,60,48,46,53,48,60,50,39,48,41
1461,14.6100,7,5,5,6,5,60,48,46,54,48,60,50,40,48,42
