# n=24 nd=13824 beats=1 window=16 regime=2 sweeps=3
step,t,nb,cold,warm,f_old,f_rel,f_res,f_div,vmfit,aopt,phys,warmdelta,warmdelta12,enrich,sw_div,sw_big,eta,eA_vmfit,eA_aopt,eA_old,eA_rel,span_old,span_rel,m_old,m_rel,orth_old,orth_rel
120,120,5.647375e+01,160,159,160,36,36,36,0,0,154,159,155,0,0,0,9.3978e-15,7.610279e-07,7.605018e-07,7.768506e+01,1.275941e-04,9.1926e-01,2.6490e-06,16,4,2.62e-08,6.67e-15
121,121,6.658276e+01,148,159,158,6,6,6,0,0,144,163,151,0,0,0,3.2851e-15,1.327767e-06,1.328465e-06,2.697108e+01,2.882501e-06,2.4042e-01,1.0886e-06,16,4,2.62e-08,6.67e-15
122,122,4.642960e+01,162,161,156,36,36,36,0,0,158,158,150,0,0,0,7.7103e-15,4.671066e-07,4.633320e-07,1.288910e+01,1.036787e-04,7.8555e-03,2.3720e-08,16,4,2.62e-08,6.67e-15
123,123,2.073019e+01,168,164,46,45,45,45,4,4,159,163,168,4,6,0,6.5021e-15,3.894600e-07,3.885883e-07,1.835633e-04,1.718856e-04,1.3811e-06,1.1278e-06,16,4,2.62e-08,6.67e-15
124,124,5.516075e+01,163,146,39,40,40,40,0,0,159,155,150,0,0,0,5.7929e-15,6.900592e-07,6.858110e-07,1.397449e-04,1.968027e-04,1.6237e-06,2.2799e-06,16,4,2.62e-08,6.67e-15
125,125,7.877887e+01,160,155,10,36,36,36,0,0,154,166,161,0,0,0,2.5080e-15,8.645088e-07,8.642010e-07,4.948353e-06,1.793516e-04,9.5388e-08,1.6445e-06,16,4,2.62e-08,6.67e-15
126,126,6.690338e+01,156,158,22,35,35,35,0,0,146,168,162,0,0,0,5.9516e-15,1.007330e-06,1.005903e-06,2.164287e-05,1.304637e-04,1.3871e-07,1.1995e-06,16,4,2.62e-08,6.67e-15
127,127,2.449608e+01,163,164,18,38,38,38,1,1,159,177,170,1,0,0,5.3786e-15,3.995956e-07,3.967499e-07,2.701782e-06,6.576169e-05,7.2511e-09,1.0567e-06,16,4,2.61e-08,6.67e-15
128,128,3.878259e+01,164,161,7,13,13,13,1,1,152,173,166,1,0,0,8.8717e-15,4.372659e-07,4.373357e-07,1.639304e-06,6.008832e-06,5.4841e-08,1.1410e-06,16,4,2.06e-08,6.67e-15
129,129,7.913449e+01,161,153,6,16,16,16,0,0,154,151,145,0,0,0,6.5298e-15,6.957924e-07,6.968942e-07,2.655540e-06,3.061209e-05,1.5389e-08,6.7265e-08,16,4,2.06e-08,6.67e-15
130,130,8.410444e+01,161,150,5,16,16,16,0,0,154,154,147,0,0,0,8.7862e-15,3.115766e-07,3.137204e-07,3.569033e-06,3.405879e-05,2.1417e-08,1.9633e-07,16,4,2.06e-08,6.67e-15
131,131,4.958362e+01,160,159,2,13,13,13,0,0,154,170,164,0,0,0,4.4494e-15,3.282006e-07,3.290060e-07,8.307823e-07,8.629359e-06,9.0159e-09,2.1139e-07,16,4,2.06e-08,6.67e-15
132,132,8.529235e+00,160,171,9,39,39,39,0,0,155,183,176,0,0,0,6.2434e-15,8.674969e-08,8.676698e-08,4.790736e-07,2.880452e-05,2.5606e-08,9.1080e-08,16,4,2.06e-08,6.67e-15
133,133,6.216128e+01,160,160,5,26,26,26,0,0,154,171,164,0,0,0,1.4293e-14,3.724895e-07,3.735082e-07,2.354567e-06,5.697746e-05,1.0623e-08,1.7172e-06,16,4,2.06e-08,6.67e-15
134,134,8.625960e+01,161,155,1,23,23,23,0,0,156,166,160,0,0,0,7.0848e-15,2.725792e-07,2.753154e-07,1.202257e-06,5.881287e-05,1.0133e-08,4.8671e-07,16,4,2.06e-08,6.67e-15
135,135,7.025050e+01,162,143,5,16,16,16,0,0,154,151,147,0,0,0,4.3282e-15,5.190204e-07,5.194942e-07,2.634697e-06,2.776721e-05,2.0935e-08,3.5506e-07,16,4,2.06e-08,6.67e-15
136,136,2.541971e+01,165,161,104,28,28,28,5,4,160,159,153,4,4,0,8.9787e-15,4.591151e-07,4.572566e-07,2.184326e+01,3.016223e-05,7.4940e-01,1.9395e-07,16,4,2.06e-08,6.67e-15
137,137,3.717971e+01,160,162,155,37,37,37,0,0,146,174,166,0,0,0,7.9162e-15,7.344250e-07,7.345437e-07,1.817615e+01,9.848916e-05,9.0842e-01,4.0026e-07,16,4,2.06e-08,6.67e-15
138,138,7.225494e+01,159,159,155,36,36,36,0,0,146,169,162,0,0,0,8.8557e-15,5.182959e-07,5.185271e-07,2.175497e+01,1.592597e-04,2.9337e-01,1.2765e-06,16,4,2.06e-08,6.67e-15
139,139,7.401323e+01,161,157,158,37,37,37,0,0,156,167,162,0,0,0,5.2759e-14,6.598091e-07,6.606633e-07,2.253546e+01,1.988893e-04,1.3294e-01,1.1890e-06,16,4,2.06e-08,6.67e-15
140,140,4.460180e+01,164,159,43,41,41,41,0,0,161,169,163,0,0,0,9.1215e-15,3.395553e-07,3.397702e-07,2.088935e-04,2.072160e-04,1.2558e-06,1.3568e-06,16,4,1.67e-08,6.67e-15
141,141,2.283927e+01,167,160,43,45,45,45,6,6,162,171,165,6,0,0,1.6721e-14,6.348700e-07,6.340283e-07,1.272975e-04,1.783588e-04,1.3094e-06,1.8317e-06,16,4,1.87e-08,6.67e-15
142,142,5.209823e+01,161,160,29,35,35,35,0,0,154,157,163,0,0,0,2.3256e-14,8.801979e-07,8.786425e-07,2.268577e-05,1.095944e-04,3.2939e-07,2.2531e-06,16,4,2.01e-08,6.67e-15
143,143,6.423826e+01,148,159,16,6,6,6,0,0,143,157,149,0,0,0,9.0657e-15,1.547143e-06,1.548158e-06,1.356075e-05,4.467439e-06,1.6781e-07,1.1294e-06,16,4,2.01e-08,6.67e-15
144,144,4.870098e+01,162,160,22,37,37,37,0,0,156,168,152,0,0,0,4.9789e-15,9.397167e-07,9.282174e-07,8.813275e-06,1.277708e-04,5.7109e-08,3.7080e-08,16,4,2.01e-08,6.67e-15
145,145,2.437334e+01,168,163,29,46,46,46,1,1,157,171,154,1,0,0,1.7864e-14,4.030235e-07,4.019358e-07,8.790208e-06,2.575934e-04,3.8509e-08,1.0921e-06,16,4,2.01e-08,6.67e-15
146,146,3.740046e+01,166,147,12,45,45,45,1,1,158,152,149,1,0,0,1.3954e-14,7.615106e-07,7.530979e-07,3.008345e-06,3.484056e-04,4.9017e-08,2.6468e-06,16,4,2.01e-08,6.67e-15
147,147,5.200695e+01,163,159,13,44,44,44,1,1,155,167,163,1,0,0,5.7128e-15,8.990929e-07,8.933450e-07,9.069956e-06,3.622158e-04,7.1378e-08,3.9609e-06,16,4,2.01e-08,6.67e-15
148,148,4.444791e+01,160,160,16,43,43,43,0,0,146,171,165,0,0,0,3.8390e-15,6.799839e-07,6.793147e-07,7.784551e-06,2.788245e-04,6.1259e-08,3.7757e-06,16,4,2.01e-08,6.67e-15
149,149,2.234249e+01,164,165,17,41,41,41,0,0,154,178,171,0,1,0,2.0462e-14,3.127848e-07,3.116646e-07,6.359172e-06,1.099285e-04,3.8857e-08,2.7746e-06,16,4,2.01e-08,6.67e-15
150,150,2.574516e+01,167,164,13,40,40,40,0,0,153,173,165,0,0,0,1.2930e-14,3.090076e-07,3.072879e-07,3.677030e-06,9.665819e-05,2.8605e-08,1.2114e-06,16,4,2.01e-08,6.67e-15
151,151,4.259052e+01,165,159,8,43,43,43,0,0,161,159,163,0,0,0,8.1841e-15,4.746379e-07,4.706460e-07,2.502875e-06,2.712183e-04,1.9866e-08,1.2454e-06,16,4,2.01e-08,6.67e-15
152,152,4.176816e+01,164,155,7,45,45,45,0,0,161,166,160,0,0,0,1.2313e-14,4.018705e-07,4.001388e-07,2.674381e-06,3.491733e-04,2.5144e-08,3.3479e-06,16,4,2.01e-08,6.67e-15
153,153,2.352602e+01,165,164,99,47,47,47,1,1,153,175,169,1,1,0,7.9847e-15,2.482148e-07,2.477493e-07,7.410564e+00,3.010233e-04,5.2821e-01,3.8885e-06,16,4,2.01e-08,6.67e-15
154,154,1.507558e+01,161,169,164,46,46,46,1,1,156,179,173,1,0,0,5.2806e-15,3.349115e-07,3.349407e-07,4.554584e+01,1.487276e-04,8.0557e-01,3.7424e-06,16,4,2.01e-08,6.67e-15
155,155,3.423977e+01,164,164,163,28,28,28,0,0,154,175,168,0,0,0,7.4381e-15,3.306002e-07,3.290565e-07,4.407976e+01,4.036035e-05,6.8113e-02,2.5190e-06,16,4,2.01e-08,6.67e-15
156,156,4.124248e+01,165,160,160,40,40,40,0,0,154,170,164,0,0,0,5.2848e-15,2.375722e-07,2.372288e-07,2.417105e+01,1.810152e-04,9.3548e-02,5.8187e-07,16,4,2.01e-08,6.67e-15
157,157,3.119337e+01,167,145,45,44,44,44,3,3,162,152,149,3,0,5,5.6082e-15,4.954657e-07,4.946179e-07,2.097360e-04,2.099766e-04,1.9752e-06,1.8938e-06,16,4,1.98e-08,6.67e-15
158,158,1.705878e+01,169,164,41,44,44,44,4,4,162,175,169,4,0,6,7.1563e-15,3.777295e-07,3.759900e-07,7.707552e-05,1.152364e-04,1.5100e-06,2.2509e-06,16,4,1.98e-08,6.67e-15
159,159,2.826820e+01,160,164,29,35,35,35,0,0,147,176,169,0,0,0,3.5354e-15,3.420648e-07,3.390161e-07,1.507094e-05,5.675824e-05,2.6575e-07,1.9304e-06,16,4,2.06e-08,6.67e-15
160,160,3.987626e+01,161,163,27,42,42,42,0,0,154,174,168,0,0,0,8.5852e-15,4.603626e-07,4.602823e-07,1.299747e-05,2.213872e-04,4.9959e-08,1.0270e-06,16,4,2.60e-08,6.67e-15
161,161,3.620326e+01,165,161,27,45,45,45,0,0,161,172,166,0,0,0,9.0263e-15,2.069229e-07,2.070609e-07,1.637355e-05,2.969671e-04,2.9208e-07,2.3800e-06,16,4,2.60e-08,6.67e-15
162,162,2.240714e+01,169,161,32,46,46,46,0,0,164,171,164,0,0,0,4.2634e-15,3.145652e-07,3.148008e-07,1.275689e-05,2.413148e-04,8.7663e-08,2.9646e-06,16,4,2.60e-08,6.67e-15
163,163,2.680356e+01,166,160,24,36,36,36,0,0,161,169,164,0,0,0,1.1953e-14,2.606587e-07,2.598319e-07,1.309336e-05,7.198244e-05,1.6013e-07,3.5207e-06,16,4,2.60e-08,6.67e-15
164,164,4.268084e+01,161,161,19,39,39,39,0,0,148,169,155,0,0,0,9.1841e-15,6.195022e-07,6.189669e-07,1.374041e-05,1.434703e-04,1.4818e-07,1.0777e-06,16,4,2.60e-08,6.67e-15
165,165,4.511342e+01,156,161,18,44,44,44,0,0,146,172,165,0,0,0,8.5271e-15,7.258398e-07,7.256106e-07,1.064663e-05,3.185664e-04,1.1510e-07,1.2561e-06,16,4,2.60e-08,6.67e-15
166,166,3.024511e+01,165,163,13,47,47,47,0,0,152,174,167,0,0,0,6.6097e-15,2.485471e-07,2.484907e-07,5.359971e-06,3.898011e-04,7.7499e-09,2.5045e-06,16,4,2.60e-08,6.67e-15
167,167,1.866575e+01,169,164,23,49,49,49,6,6,164,175,169,6,6,0,1.2858e-14,4.624647e-07,4.612583e-07,8.663589e-06,3.393799e-04,9.8162e-08,4.6031e-06,16,4,2.60e-08,6.67e-15
168,168,3.989549e+01,165,147,14,41,41,41,0,0,161,154,150,0,0,0,8.6030e-15,4.079300e-07,4.075607e-07,6.049289e-06,1.999704e-04,3.4400e-08,6.9916e-06,16,4,2.06e-08,6.67e-15
169,169,5.450991e+01,162,159,5,23,23,23,0,0,157,155,162,0,0,0,9.4273e-15,5.730838e-07,5.732514e-07,1.956325e-06,3.265796e-05,7.5370e-09,1.7261e-06,16,4,2.06e-08,6.67e-15
170,170,4.797914e+01,158,159,105,35,35,35,0,0,144,156,153,0,0,0,8.4755e-15,6.224379e-07,6.224039e-07,5.119497e+01,1.049650e-04,3.3399e-01,2.1137e-07,16,4,2.06e-08,6.67e-15
171,171,2.277250e+01,164,165,159,45,45,45,0,0,159,176,157,0,0,0,8.0574e-15,1.384313e-07,1.384616e-07,2.040682e+01,1.811846e-04,8.6521e-01,8.3964e-07,16,4,2.06e-08,6.67e-15
172,172,2.379760e+01,167,164,159,45,45,45,0,0,154,162,168,0,0,0,1.1269e-14,3.419394e-07,3.416458e-07,1.326357e+01,2.005715e-04,3.1966e-01,4.0255e-06,16,4,2.06e-08,6.67e-15
173,173,5.299148e+01,164,156,158,40,40,40,0,0,159,153,159,0,0,0,3.1163e-15,4.072020e-07,4.073307e-07,2.054396e+01,1.885058e-04,2.7076e-01,2.3700e-06,16,4,2.06e-08,6.67e-15
174,174,6.395783e+01,162,152,39,38,38,38,0,0,156,157,155,0,0,0,1.4801e-14,6.146309e-07,6.148168e-07,1.722037e-04,1.706376e-04,1.2518e-06,1.2005e-06,16,4,2.04e-08,6.67e-15
175,175,4.914322e+01,161,160,38,39,39,39,0,0,150,169,164,0,0,0,1.3871e-14,3.623902e-07,3.632915e-07,1.126231e-04,1.557245e-04,7.6906e-07,1.0359e-06,16,4,2.04e-08,6.67e-15
176,176,1.690850e+01,161,167,25,45,45,45,3,3,155,179,172,3,1,0,5.4575e-15,4.263878e-07,4.251465e-07,5.101970e-06,1.340549e-04,6.5544e-08,1.4711e-06,16,4,2.10e-08,6.67e-15
177,177,3.454207e+01,164,163,34,36,36,36,0,0,150,173,165,0,0,0,8.9034e-15,2.695016e-07,2.695154e-07,2.398627e-05,8.726844e-05,2.3752e-07,2.6495e-06,16,4,2.18e-08,6.67e-15
178,178,6.424121e+01,163,158,29,11,11,11,0,0,157,155,162,0,0,0,1.4673e-14,4.452968e-07,4.455394e-07,4.240296e-05,8.560273e-06,3.7477e-07,7.3076e-07,16,4,2.18e-08,6.67e-15
179,179,6.885247e+01,162,139,27,29,29,29,0,0,158,150,145,0,0,0,2.4619e-14,4.015612e-07,4.026474e-07,2.083503e-05,8.759047e-05,1.0214e-07,5.1690e-08,16,4,2.18e-08,6.67e-15
180,180,4.481003e+01,162,160,23,40,40,40,0,0,159,169,164,0,0,0,3.3044e-14,3.767256e-07,3.777385e-07,1.548063e-05,1.671926e-04,6.1761e-08,5.8635e-07,16,4,2.48e-08,6.67e-15
181,181,1.258393e+01,165,168,27,48,48,48,1,1,156,180,173,1,1,0,4.7665e-15,1.600913e-07,1.595461e-07,1.090523e-05,1.954824e-04,5.9343e-08,1.9373e-06,16,4,2.18e-08,6.67e-15
182,182,4.751417e+01,161,161,18,39,39,39,0,0,147,173,165,0,0,0,4.3632e-15,4.243483e-07,4.242933e-07,1.254403e-05,1.566071e-04,7.9960e-08,2.9996e-06,16,4,2.18e-08,6.67e-15
183,183,7.187713e+01,161,158,13,26,26,26,0,0,152,168,163,0,0,0,2.0931e-14,4.919907e-07,4.920206e-07,1.251816e-05,6.552736e-05,4.5516e-08,1.2584e-06,16,4,2.18e-08,6.67e-15
184,184,6.561568e+01,162,154,2,18,18,18,0,0,154,158,158,0,0,0,8.1040e-15,3.383634e-07,3.394458e-07,1.140737e-06,3.510253e-05,1.0363e-08,4.2510e-07,16,4,2.18e-08,6.67e-15
185,185,3.259673e+01,165,159,15,38,38,38,3,3,160,168,162,3,0,0,1.4722e-14,5.009162e-07,5.001916e-07,6.482887e-06,9.404046e-05,1.2036e-08,2.6519e-07,16,4,2.10e-08,6.67e-15
186,186,2.578657e+01,165,163,24,38,38,38,0,0,156,175,168,0,0,0,1.1214e-14,3.151139e-07,3.150287e-07,7.054000e-06,7.969752e-05,5.3653e-08,1.1941e-06,16,4,2.10e-08,6.67e-15
187,187,6.008610e+01,155,160,106,12,12,12,0,0,144,171,164,0,0,0,1.6053e-14,8.023772e-07,8.020856e-07,9.022665e+01,5.621868e-06,2.8569e-01,1.0939e-06,16,4,2.10e-08,6.67e-15
188,188,6.970240e+01,160,159,159,33,33,33,0,0,154,169,163,0,0,0,1.0889e-14,5.771540e-07,5.776679e-07,5.967640e+01,1.192314e-04,5.7883e-01,4.7546e-08,16,4,2.10e-08,6.67e-15
189,189,4.837670e+01,164,160,159,40,40,40,0,0,159,169,163,0,0,0,7.9297e-15,4.061942e-07,4.065922e-07,2.744804e+01,2.067231e-04,2.4899e-02,9.0953e-07,16,4,2.10e-08,6.67e-15
190,190,1.948557e+01,170,150,165,46,46,46,7,7,164,158,152,7,0,0,2.4828e-14,5.968548e-07,5.965514e-07,2.719737e+01,2.159887e-04,2.6192e-01,2.1384e-06,16,4,2.10e-08,6.67e-15
191,191,4.612821e+01,163,159,40,37,37,37,0,0,154,157,164,0,0,0,1.0957e-14,7.067529e-07,7.057405e-07,1.416010e-04,1.291783e-04,3.8855e-06,3.9536e-06,16,4,2.02e-08,6.67e-15
192,192,6.467559e+01,156,159,21,21,21,21,0,0,146,158,153,0,0,0,1.3291e-14,1.023048e-06,1.022466e-06,2.496166e-05,3.179787e-05,9.7053e-07,1.4682e-06,16,4,2.02e-08,6.67e-15
193,193,5.272142e+01,160,160,15,40,40,40,0,0,149,171,163,0,0,0,7.3897e-15,6.137844e-07,6.139630e-07,7.451004e-06,2.116846e-04,1.3648e-07,2.6814e-07,16,4,2.11e-08,6.67e-15
194,194,2.129986e+01,168,165,34,49,49,49,1,1,163,178,170,1,0,0,4.4697e-14,4.394307e-07,4.376716e-07,2.339603e-05,3.489331e-04,1.1907e-07,2.1106e-06,16,4,2.11e-08,6.67e-15
195,195,3.605092e+01,166,159,36,46,46,46,1,1,160,169,164,1,0,0,7.6481e-15,4.716802e-07,4.699005e-07,4.047219e-05,3.939313e-04,6.6358e-07,6.7321e-06,16,4,2.11e-08,6.67e-15
196,196,5.934749e+01,163,154,33,42,42,42,0,0,160,152,157,0,0,0,3.0145e-15,6.033425e-07,6.036720e-07,5.135154e-05,3.302177e-04,7.7474e-07,5.5497e-06,16,4,2.11e-08,6.67e-15
197,197,5.324784e+01,161,159,32,39,39,39,0,0,155,156,151,0,0,0,4.7156e-15,5.046212e-07,5.051000e-07,2.942395e-05,1.773976e-04,4.4167e-07,3.0034e-06,16,4,2.11e-08,6.67e-15
198,198,2.006494e+01,159,166,29,26,26,26,0,0,151,178,157,0,0,0,2.8620e-15,2.348993e-07,2.348021e-07,7.632434e-06,1.861250e-05,1.3592e-07,1.7933e-06,16,4,2.11e-08,6.67e-15
199,199,2.600969e+01,165,165,29,45,45,45,0,0,161,175,167,0,0,0,7.4090e-15,2.485179e-07,2.481531e-07,1.164931e-05,2.022038e-04,2.8963e-08,4.7443e-07,16,4,2.11e-08,6.67e-15
200,200,5.592820e+01,163,159,14,42,42,42,0,0,160,156,163,0,0,0,8.8654e-15,3.403471e-07,3.417666e-07,1.124816e-05,3.242612e-04,1.5917e-07,4.0477e-06,16,4,2.11e-08,6.67e-15
201,201,5.655349e+01,164,135,10,43,43,43,0,0,160,147,141,0,0,0,8.0937e-15,3.558409e-07,3.559950e-07,5.948096e-06,3.568146e-04,3.9371e-08,3.0601e-06,16,4,2.11e-08,6.67e-15
202,202,2.766388e+01,165,161,14,46,46,46,0,0,152,174,166,0,0,0,3.1458e-15,2.407140e-07,2.402466e-07,3.732764e-06,2.978552e-04,6.8930e-08,3.2786e-06,16,4,2.11e-08,6.67e-15
203,203,2.024216e+01,161,166,25,45,45,45,0,0,155,179,172,0,0,0,4.2052e-15,3.232440e-07,3.226119e-07,1.007385e-05,1.709037e-04,5.7657e-08,5.0783e-06,16,4,2.11e-08,6.67e-15
204,204,5.390643e+01,160,161,106,16,16,16,0,0,147,171,165,0,0,0,3.8702e-15,5.445480e-07,5.451923e-07,9.635593e+01,1.835761e-05,7.8854e-01,3.8881e-06,16,4,2.11e-08,6.67e-15
205,205,6.101360e+01,163,158,150,33,33,33,0,0,154,157,152,0,0,0,6.7571e-15,4.052394e-07,4.056122e-07,1.383726e+01,1.126187e-04,4.4106e-02,1.7974e-07,16,4,2.11e-08,6.67e-15
206,206,3.776199e+01,165,159,161,41,41,41,0,0,154,158,163,0,0,0,1.6036e-14,4.433141e-07,4.428619e-07,4.230595e+01,1.818019e-04,3.7179e-01,9.6942e-07,16,4,2.11e-08,6.67e-15
207,207,2.085829e+01,168,161,163,45,45,45,5,5,152,174,167,5,0,0,1.9974e-14,3.982343e-07,3.981260e-07,2.123652e+01,1.713168e-04,2.9696e-01,2.3480e-06,16,4,2.11e-08,6.67e-15
208,208,5.362307e+01,160,160,35,33,33,33,0,0,153,171,164,0,0,0,8.2147e-15,6.712305e-07,6.703755e-07,7.306034e-05,9.250065e-05,3.3409e-06,3.4189e-06,16,4,1.81e-08,6.67e-15
209,209,6.703110e+01,154,159,13,13,13,13,0,0,144,170,163,0,0,0,3.3108e-14,1.073681e-06,1.072469e-06,9.375429e-06,1.605582e-05,6.5164e-07,9.2748e-07,16,4,1.75e-08,6.67e-15
210,210,4.850672e+01,162,160,25,35,35,35,0,0,154,171,165,0,0,0,1.9147e-14,6.987835e-07,6.989655e-07,2.514950e-05,1.043730e-04,5.4826e-08,1.3231e-07,16,4,2.25e-08,6.67e-15
211,211,1.961049e+01,169,163,23,43,43,43,1,1,162,175,169,1,6,0,1.8057e-14,4.263874e-07,4.264553e-07,7.742630e-06,1.291093e-04,1.9119e-07,1.1487e-06,16,4,2.25e-08,6.67e-15
212,212,4.971401e+01,164,138,35,31,31,31,0,0,151,153,149,0,0,0,9.4782e-15,5.267729e-07,5.261367e-07,5.318673e-05,7.341874e-05,5.8962e-07,2.2653e-06,16,4,2.25e-08,6.67e-15
213,213,7.294894e+01,160,156,19,22,22,22,0,0,152,158,160,0,0,0,1.3714e-14,9.874022e-07,9.872018e-07,1.714767e-05,4.449267e-05,3.6235e-07,7.0764e-07,16,4,2.25e-08,6.67e-15
214,214,6.345307e+01,155,159,18,38,38,38,0,0,145,169,163,0,0,0,8.5575e-15,1.126866e-06,1.126418e-06,2.522626e-05,1.752370e-04,1.6091e-08,3.1766e-07,16,4,2.25e-08,6.67e-15
215,215,2.639448e+01,164,164,34,46,46,46,5,5,152,177,170,5,0,0,8.0201e-15,7.427932e-07,7.423043e-07,2.173214e-05,2.638634e-04,7.1976e-08,1.4272e-06,16,4,2.25e-08,6.67e-15
216,216,3.189688e+01,165,162,29,45,45,45,0,0,161,174,167,0,0,0,4.5088e-15,3.426475e-07,3.425323e-07,1.502613e-05,2.696912e-04,3.8295e-07,4.0632e-06,16,4,2.25e-08,6.67e-15
217,217,6.782816e+01,162,154,13,38,38,38,0,0,158,165,156,0,0,0,7.2495e-15,5.764192e-07,5.771815e-07,9.600302e-06,1.861361e-04,1.3445e-07,3.8521e-06,16,4,2.25e-08,6.67e-15
218,218,7.490652e+01,161,153,8,22,22,22,0,0,156,153,155,0,0,0,6.6120e-15,5.316211e-07,5.324605e-07,5.210393e-06,4.231895e-05,7.9844e-09,1.4159e-06,16,4,2.25e-08,6.67e-15
219,219,4.930300e+01,161,160,27,35,35,35,1,1,151,157,163,1,0,0,5.1075e-15,4.334531e-07,4.326343e-07,1.752870e-05,1.106167e-04,1.1824e-07,2.7595e-07,16,4,2.25e-08,6.67e-15
220,220,1.259133e+01,163,168,31,49,49,49,6,6,158,180,174,6,5,0,4.2844e-15,4.406061e-07,4.401598e-07,6.583605e-06,2.232416e-04,2.2515e-08,9.0980e-07,16,4,2.25e-08,6.67e-15
221,221,4.718661e+01,162,161,106,42,42,42,0,0,155,171,163,0,0,0,1.5853e-14,3.792783e-07,3.795842e-07,8.269961e+01,2.697581e-04,2.8973e-01,3.3867e-06,16,4,2.25e-08,6.67e-15
222,222,7.167713e+01,162,156,160,39,39,39,1,1,157,157,160,1,0,0,2.2721e-14,4.598238e-07,4.609110e-07,1.008307e+02,2.531950e-04,2.6129e-01,2.9389e-06,16,4,2.25e-08,6.67e-15
223,223,6.581481e+01,163,132,159,39,39,39,1,1,158,143,142,1,0,0,9.8733e-15,5.672309e-07,5.675578e-07,3.495982e+01,1.978625e-04,1.5329e-01,1.6915e-06,16,4,2.25e-08,6.67e-15
224,224,3.432226e+01,164,160,159,40,40,40,2,2,154,158,151,2,1,0,2.8821e-15,3.924322e-07,3.922690e-07,1.403361e+01,1.319007e-04,1.3350e-01,1.2193e-06,16,4,2.25e-08,6.67e-15
225,225,1.920440e+01,161,165,43,40,40,40,0,0,148,178,155,0,0,0,3.7035e-15,2.411442e-07,2.412265e-07,8.482584e-05,7.069117e-05,1.2097e-06,1.1247e-06,16,4,2.14e-08,6.67e-15
226,226,5.152177e+01,160,161,14,13,13,13,0,0,152,158,151,0,0,0,9.8479e-15,3.576107e-07,3.579541e-07,7.018114e-06,1.236805e-05,8.6136e-07,1.3060e-06,16,4,2.14e-08,6.67e-15
227,227,6.486423e+01,162,159,31,26,26,26,0,0,157,155,163,0,0,0,1.2113e-14,3.471124e-07,3.484572e-07,3.023964e-05,5.553708e-05,1.3865e-08,1.1985e-07,16,4,2.14e-08,6.67e-15
228,228,5.220156e+01,164,155,16,37,37,37,0,0,160,157,160,0,0,0,5.7466e-15,4.007038e-07,3.998394e-07,7.193106e-06,1.361733e-04,7.8182e-09,3.4812e-07,16,4,2.14e-08,6.67e-15
229,229,2.347988e+01,167,161,35,45,45,45,4,4,153,170,164,4,5,0,4.5527e-15,4.395877e-07,4.395080e-07,2.702865e-05,2.158792e-04,3.7739e-08,8.7948e-07,16,4,2.14e-08,6.67e-15
230,230,2.642565e+01,164,164,32,46,46,46,0,0,151,174,167,0,0,0,1.0562e-14,3.194215e-07,3.190110e-07,2.018420e-05,2.637657e-04,2.7711e-07,2.3980e-06,16,4,2.14e-08,6.67e-15
231,231,4.936409e+01,156,161,20,41,41,41,0,0,146,172,165,0,0,0,1.0652e-14,7.589895e-07,7.592400e-07,2.669385e-05,2.478380e-04,6.1021e-07,5.0833e-06,16,4,2.14e-08,6.67e-15
232,232,5.358863e+01,162,159,32,38,38,38,0,0,149,169,163,0,0,0,1.8053e-14,4.420733e-07,4.420537e-07,3.293011e-05,1.563967e-04,2.2781e-07,2.0086e-06,16,4,2.14e-08,6.67e-15
233,233,3.789172e+01,165,160,31,15,15,15,1,1,154,167,153,1,0,0,1.3000e-14,5.182770e-07,5.181564e-07,2.298389e-05,1.257143e-05,2.2956e-07,1.0104e-06,16,4,2.14e-08,6.67e-15
234,234,1.922854e+01,169,141,26,44,44,44,6,6,163,155,152,6,7,0,2.7958e-14,5.126818e-07,5.124642e-07,1.610852e-05,1.301617e-04,9.5978e-08,1.0386e-07,16,4,2.14e-08,6.67e-15
235,235,3.169058e+01,165,161,19,44,44,44,0,0,155,172,165,0,1,0,1.1192e-14,4.759654e-07,4.755604e-07,4.306915e-06,2.105067e-04,1.5044e-07,2.3214e-06,16,4,1.91e-08,6.67e-15
236,236,4.381587e+01,157,160,24,40,40,40,0,0,144,171,165,0,0,0,6.6929e-15,7.569535e-07,7.564233e-07,1.373638e-05,1.900273e-04,3.0018e-08,2.6071e-06,16,4,1.91e-08,6.67e-15
237,237,3.900608e+01,161,162,7,35,35,35,0,0,154,173,167,0,0,0,9.5729e-15,3.905080e-07,3.906780e-07,2.135699e-06,7.722999e-05,6.7846e-08,1.5505e-06,16,4,1.89e-08,6.67e-15
238,238,2.316133e+01,166,165,104,39,39,39,0,0,161,176,170,0,0,0,7.0416e-15,3.125095e-07,3.118586e-07,2.096441e+01,7.409834e-05,3.3344e-01,6.9776e-07,16,4,1.89e-08,6.67e-15
239,239,2.353356e+01,169,161,156,45,45,45,0,0,163,172,166,0,1,0,2.3544e-15,3.397371e-07,3.389174e-07,1.478858e+01,1.846919e-04,8.3019e-01,1.1722e-06,16,4,1.89e-08,6.67e-15
240,240,3.671884e+01,166,156,165,41,41,41,0,0,156,152,155,0,0,0,1.1171e-14,3.622083e-07,3.621669e-07,7.814935e+01,1.903898e-04,9.1274e-01,2.6492e-06,16,4,1.89e-08,6.67e-15
