# asm_stride_test  n=24 nd=13824 steps=6000 dt=0.01 ms (T=60 ms) stride=50 (Sys2/Sys3 every 0.5 ms) win=16/64 regime=0 pc=sASM+IC(0) nsub=4 ovl=1 setup=0.001 s
step,t_ms,s1_v0,s1_v1,s1_v2,s1_v3,s2_v0,s2_v1,s2_v2,s2_v3,s3_v0,s3_v1,s3_v2,s3_v3
1411,14.1100,7,5,4,4,-,-,-,-,-,-,-,-
1412,14.1200,7,5,4,5,-,-,-,-,-,-,-,-
1413,14.1300,7,5,4,4,-,-,-,-,-,-,-,-
1414,14.1400,7,5,4,5,-,-,-,-,-,-,-,-
1415,14.1500,7,5,5,5,-,-,-,-,-,-,-,-
1416,14.1600,7,5,4,4,-,-,-,-,-,-,-,-
1417,14.1700,7,5,5,5,-,-,-,-,-,-,-,-
1418,14.1800,7,5,4,4,-,-,-,-,-,-,-,-
1419,14.1900,7,5,4,4,-,-,-,-,-,-,-,-
1420,14.2000,7,5,5,5,-,-,-,-,-,-,-,-
1421,14.2100,7,5,4,5,-,-,-,-,-,-,-,-
1422,14.2200,7,5,5,5,-,-,-,-,-,-,-,-
1423,14.2300,7,5,4,5,-,-,-,-,-,-,-,-
1424,14.2400,7,5,4,5,-,-,-,-,-,-,-,-
1425,14.2500,7,5,4,4,-,-,-,-,-,-,-,-
1426,14.2600,7,5,4,5,-,-,-,-,-,-,-,-
1427,14.2700,7,5,4,5,-,-,-,-,-,-,-,-
1428,14.2800,7,5,4,5,-,-,-,-,-,-,-,-
1429,14.2900,7,5,4,5,-,-,-,-,-,-,-,-
1430,14.3000,7,5,4,4,-,-,-,-,-,-,-,-
1431,14.3100,7,5,5,5,-,-,-,-,-,-,-,-
1432,14.3200,7,5,4,4,-,-,-,-,-,-,-,-
1433,14.3300,7,5,5,5,-,-,-,-,-,-,-,-
1434,14.3400,7,5,4,4,-,-,-,-,-,-,-,-
1435,14.3500,7,5,4,4,-,-,-,-,-,-,-,-
1436,14.3600,7,5,4,4,-,-,-,-,-,-,-,-
1437,14.3700,7,5,5,5,-,-,-,-,-,-,-,-
1438,14.3800,7,5,4,4,-,-,-,-,-,-,-,-
1439,14.3900,7,5,4,4,-,-,-,-,-,-,-,-
1440,14.4000,7,5,4,5,-,-,-,-,-,-,-,-
1441,14.4100,7,5,4,4,-,-,-,-,-,-,-,-
1442,14.4200,7,5,5,5,-,-,-,-,-,-,-,-
1443,14.4300,7,5,4,4,-,-,-,-,-,-,-,-
1444,14.4400,7,5,4,4,-,-,-,-,-,-,-,-
1445,14.4500,7,5,4,4,-,-,-,-,-,-,-,-
1446,14.4600,7,5,4,4,-,-,-,-,-,-,-,-
1447,14.4700,7,5,4,5,-,-,-,-,-,-,-,-
1448,14.4800,7,5,5,5,-,-,-,-,-,-,-,-
1449,14.4900,7,5,4,5,-,-,-,-,-,-,-,-
1450,14.5000,7,5,5,5,60,57,59,59,60,58,53,53
1451,14.5100,7,5,4,4,-,-,-,-,-,-,-,-
1452,14.5200,7,5,4,5,-,-,-,-,-,-,-,-
1453,14.5300,7,5,4,4,-,-,-,-,-,-,-,-
1454,14.5400,7,5,5,5,-,-,-,-,-,-,-,-
1455,14.5500,7,5,4,4,-,-,-,-,-,-,-,-
1456,14.5600,7,5,4,4,-,-,-,-,-,-,-,-
1457,14.5700,7,5,5,5,-,-,-,-,-,-,-,-
1458,14.5800,7,5,4,4,-,-,-,-,-,-,-,-
1459,14.5900,7,5,4,4,-,-,-,-,-,-,-,-
1460,14.6000,7,5,4,4,-,-,-,-,-,-,-,-
1461,14.6100,7,5,5,5,-,-,-,-,-,-,-,-
1462,14.6200,7,5,5,5,-,-,-,-,-,-,-,-
1463,14.6300,7,5,4,5,-,-,-,-,-,-,-,-
1464,14.6400,7,5,4,4,-,-,-,-,-,-,-,-
1465,14.6500,7,5,4,5,-,-,-,-,-,-,-,-
1466,14.6600,7,5,4,4,-,-,-,-,-,-,-,-
1467,14.6700,7,5,4,4,-,-,-,-,-,-,-,-
1468,14.6800,7,5,5,5,-,-,-,-,-,-,-,-
1469,14.6900,7,5,4,4,-,-,-,-,-,-,-,-
1470,14.7000,7,5,4,5,-,-,-,-,-,-,-,-
1471,14.7100,7,5,4,5,-,-,-,-,-,-,-,-
1472,14.7200,7,5,4,4,-,-,-,-,-,-,-,-
1473,14.7300,7,5,4,4,-,-,-,-,-,-,-,-
1474,14.7400,7,5,4,4,-,-,-,-,-,-,-,-
1475,14.7500,7,5,4,4,-,-,-,-,-,-,-,-
1476,14.7600,7,5,4,5,-,-,-,-,-,-,-,-
1477,14.7700,7,5,4,4,-,-,-,-,-,-,-,-
1478,14.7800,7,5,4,4,-,-,-,-,-,-,-,-
1479,14.7900,7,5,5,5,-,-,-,-,-,-,-,-
1480,14.8000,7,5,4,4,-,-,-,-,-,-,-,-
1481,14.8100,7,5,4,5,-,-,-,-,-,-,-,-
1482,14.8200,7,5,4,4,-,-,-,-,-,-,-,-
1483,14.8300,7,5,4,4,-,-,-,-,-,-,-,-
1484,14.8400,7,5,5,5,-,-,-,-,-,-,-,-
1485,14.8500,7,5,4,4,-,-,-,-,-,-,-,-
1486,14.8600,7,5,4,4,-,-,-,-,-,-,-,-
1487,14.8700,7,5,4,4,-,-,-,-,-,-,-,-
1488,14.8800,7,5,4,5,-,-,-,-,-,-,-,-
1489,14.8900,7,5,4,5,-,-,-,-,-,-,-,-
1490,14.9000,7,5,4,4,-,-,-,-,-,-,-,-
1491,14.9100,7,5,4,5,-,-,-,-,-,-,-,-
1492,14.9200,7,5,4,4,-,-,-,-,-,-,-,-
1493,14.9300,7,5,4,5,-,-,-,-,-,-,-,-
1494,14.9400,7,5,4,5,-,-,-,-,-,-,-,-
1495,14.9500,7,5,4,4,-,-,-,-,-,-,-,-
1496,14.9600,7,5,4,5,-,-,-,-,-,-,-,-
1497,14.9700,7,5,4,4,-,-,-,-,-,-,-,-
1498,14.9800,7,5,4,4,-,-,-,-,-,-,-,-
1499,14.9900,7,5,4,4,-,-,-,-,-,-,-,-
1500,15.0000,7,5,4,4,60,56,59,59,59,59,51,53
1501,15.0100,7,5,4,5,-,-,-,-,-,-,-,-
1502,15.0200,7,5,4,4,-,-,-,-,-,-,-,-
1503,15.0300,7,5,4,4,-,-,-,-,-,-,-,-
1504,15.0400,7,5,4,4,-,-,-,-,-,-,-,-
1505,15.0500,7,5,4,4,-,-,-,-,-,-,-,-
1506,15.0600,7,5,4,5,-,-,-,-,-,-,-,-
1507,15.0700,7,5,4,4,-,-,-,-,-,-,-,-
1508,15.0800,7,5,4,4,-,-,-,-,-,-,-,-
1509,15.0900,7,5,4,4,-,-,-,-,-,-,-,-
1510,15.1000,7,5,4,4,-,-,-,-,-,-,-,-
1511,15.1100,7,5,4,4,-,-,-,-,-,-,-,-
1512,15.1200,7,5,4,4,-,-,-,-,-,-,-,-
1513,15.1300,7,5,4,4,-,-,-,-,-,-,-,-
1514,15.1400,7,5,4,4,-,-,-,-,-,-,-,-
1515,15.1500,7,5,4,4,-,-,-,-,-,-,-,-
1516,15.1600,7,5,4,4,-,-,-,-,-,-,-,-
1517,15.1700,7,5,5,5,-,-,-,-,-,-,-,-
1518,15.1800,7,5,4,4,-,-,-,-,-,-,-,-
1519,15.1900,7,5,4,4,-,-,-,-,-,-,-,-
1520,15.2000,7,5,4,4,-,-,-,-,-,-,-,-
1521,15.2100,7,5,4,4,-,-,-,-,-,-,-,-
1522,15.2200,7,5,5,5,-,-,-,-,-,-,-,-
1523,15.2300,7,5,4,4,-,-,-,-,-,-,-,-
1524,15.2400,7,5,4,5,-,-,-,-,-,-,-,-
1525,15.2500,7,5,4,4,-,-,-,-,-,-,-,-
1526,15.2600,7,5,4,5,-,-,-,-,-,-,-,-
1527,15.2700,7,5,4,4,-,-,-,-,-,-,-,-
1528,15.2800,7,5,4,4,-,-,-,-,-,-,-,-
1529,15.2900,7,5,4,4,-,-,-,-,-,-,-,-
1530,15.3000,7,5,4,4,-,-,-,-,-,-,-,-
1531,15.3100,7,5,5,5,-,-,-,-,-,-,-,-
1532,15.3200,7,5,4,4,-,-,-,-,-,-,-,-
1533,15.3300,7,5,4,4,-,-,-,-,-,-,-,-
1534,15.3400,7,5,4,4,-,-,-,-,-,-,-,-
1535,15.3500,7,5,4,4,-,-,-,-,-,-,-,-
1536,15.3600,7,5,4,4,-,-,-,-,-,-,-,-
1537,15.3700,7,5,4,5,-,-,-,-,-,-,-,-
1538,15.3800,7,5,4,4,-,-,-,-,-,-,-,-
1539,15.3900,7,5,4,4,-,-,-,-,-,-,-,-
1540,15.4000,7,5,4,4,-,-,-,-,-,-,-,-
1541,15.4100,7,5,4,4,-,-,-,-,-,-,-,-
1542,15.4200,7,5,5,5,-,-,-,-,-,-,-,-
1543,15.4300,7,5,4,4,-,-,-,-,-,-,-,-
1544,15.4400,7,5,4,4,-,-,-,-,-,-,-,-
1545,15.4500,7,5,4,4,-,-,-,-,-,-,-,-
1546,15.4600,7,5,4,4,-,-,-,-,-,-,-,-
1547,15.4700,7,5,4,4,-,-,-,-,-,-,-,-
1548,15.4800,7,5,4,4,-,-,-,-,-,-,-,-
1549,15.4900,7,5,4,4,-,-,-,-,-,-,-,-
1550,15.5000,7,5,4,4,60,56,59,59,59,59,53,50
1551,15.5100,7,5,4,4,-,-,-,-,-,-,-,-
1552,15.5200,7,5,4,4,-,-,-,-,-,-,-,-
1553,15.5300,7,5,4,4,-,-,-,-,-,-,-,-
1554,15.5400,7,5,4,4,-,-,-,-,-,-,-,-
1555,15.5500,7,5,4,4,-,-,-,-,-,-,-,-
1556,15.5600,7,5,4,4,-,-,-,-,-,-,-,-
1557,15.5700,7,5,4,5,-,-,-,-,-,-,-,-
1558,15.5800,7,5,4,5,-,-,-,-,-,-,-,-
1559,15.5900,7,5,4,5,-,-,-,-,-,-,-,-
1560,15.6000,7,5,4,5,-,-,-,-,-,-,-,-
1561,15.6100,7,5,4,5,-,-,-,-,-,-,-,-
1562,15.6200,7,5,4,5,-,-,-,-,-,-,-,-
1563,15.6300,7,5,4,5,-,-,-,-,-,-,-,-
1564,15.6400,7,5,4,4,-,-,-,-,-,-,-,-
1565,15.6500,7,5,4,4,-,-,-,-,-,-,-,-
1566,15.6600,7,5,4,4,-,-,-,-,-,-,-,-
1567,15.6700,7,5,4,4,-,-,-,-,-,-,-,-
1568,15.6800,7,5,4,4,-,-,-,-,-,-,-,-
1569,15.6900,7,5,4,4,-,-,-,-,-,-,-,-
1570,15.7000,7,5,4,4,-,-,-,-,-,-,-,-
1571,15.7100,7,5,4,4,-,-,-,-,-,-,-,-
1572,15.7200,7,5,4,4,-,-,-,-,-,-,-,-
1573,15.7300,7,5,4,4,-,-,-,-,-,-,-,-
1574,15.7400,7,5,4,4,-,-,-,-,-,-,-,-
1575,15.7500,7,5,4,4,-,-,-,-,-,-,-,-
1576,15.7600,7,5,4,4,-,-,-,-,-,-,-,-
1577,15.7700,7,5,4,4,-,-,-,-,-,-,-,-
1578,15.7800,7,5,4,4,-,-,-,-,-,-,-,-
1579,15.7900,7,5,4,4,-,-,-,-,-,-,-,-
1580,15.8000,7,5,4,4,-,-,-,-,-,-,-,-
1581,15.8100,7,5,4,4,-,-,-,-,-,-,-,-
1582,15.8200,7,5,4,4,-,-,-,-,-,-,-,-
1583,15.8300,7,5,4,4,-,-,-,-,-,-,-,-
1584,15.8400,7,5,4,4,-,-,-,-,-,-,-,-
1585,15.8500,7,5,4,4,-,-,-,-,-,-,-,-
1586,15.8600,7,5,4,4,-,-,-,-,-,-,-,-
1587,15.8700,7,5,4,4,-,-,-,-,-,-,-,-
1588,15.8800,7,5,5,5,-,-,-,-,-,-,-,-
1589,15.8900,7,5,4,4,-,-,-,-,-,-,-,-
1590,15.9000,7,5,4,4,-,-,-,-,-,-,-,-
1591,15.9100,7,5,4,4,-,-,-,-,-,-,-,-
1592,15.9200,7,5,4,4,-,-,-,-,-,-,-,-
1593,15.9300,7,5,4,5,-,-,-,-,-,-,-,-
1594,15.9400,7,5,4,4,-,-,-,-,-,-,-,-
1595,15.9500,7,5,5,5,-,-,-,-,-,-,-,-
1596,15.9600,7,5,4,4,-,-,-,-,-,-,-,-
1597,15.9700,7,5,4,4,-,-,-,-,-,-,-,-
1598,15.9800,7,5,4,4,-,-,-,-,-,-,-,-
1599,15.9900,7,5,4,4,-,-,-,-,-,-,-,-
1600,16.0000,7,5,4,4,60,57,59,58,57,59,53,53
1601,16.0100,7,5,4,4,-,-,-,-,-,-,-,-
1602,16.0200,7,5,4,4,-,-,-,-,-,-,-,-
1603,16.0300,7,5,4,4,-,-,-,-,-,-,-,-
1604,16.0400,7,5,4,4,-,-,-,-,-,-,-,-
1605,16.0500,7,5,4,5,-,-,-,-,-,-,-,-
1606,16.0600,7,5,4,4,-,-,-,-,-,-,-,-
1607,16.0700,7,5,4,4,-,-,-,-,-,-,-,-
1608,16.0800,7,5,4,4,-,-,-,-,-,-,-,-
1609,16.0900,7,5,4,4,-,-,-,-,-,-,-,-
1610,16.1000,7,5,4,4,-,-,-,-,-,-,-,-
1611,16.1100,7,5,4,4,-,-,-,-,-,-,-,-
1612,16.1200,7,5,4,4,-,-,-,-,-,-,-,-
1613,16.1300,7,5,4,4,-,-,-,-,-,-,-,-
1614,16.1400,7,5,4,4,-,-,-,-,-,-,-,-
1615,16.1500,7,5,4,4,-,-,-,-,-,-,-,-
1616,16.1600,7,5,4,4,-,-,-,-,-,-,-,-
1617,16.1700,7,5,4,4,-,-,-,-,-,-,-,-
1618,16.1800,7,5,4,4,-,-,-,-,-,-,-,-
1619,16.1900,7,5,4,4,-,-,-,-,-,-,-,-
1620,16.2000,7,5,4,4,-,-,-,-,-,-,-,-
1621,16.2100,7,5,4,4,-,-,-,-,-,-,-,-
1622,16.2200,7,5,4,4,-,-,-,-,-,-,-,-
1623,16.2300,7,5,4,4,-,-,-,-,-,-,-,-
1624,16.2400,7,5,4,5,-,-,-,-,-,-,-,-
1625,16.2500,7,5,4,4,-,-,-,-,-,-,-,-
1626,16.2600,7,5,4,4,-,-,-,-,-,-,-,-
1627,16.2700,7,5,4,4,-,-,-,-,-,-,-,-
1628,16.2800,7,5,4,5,-,-,-,-,-,-,-,-
1629,16.2900,7,5,4,4,-,-,-,-,-,-,-,-
1630,16.3000,7,5,4,4,-,-,-,-,-,-,-,-
1631,16.3100,7,5,4,4,-,-,-,-,-,-,-,-
1632,16.3200,7,5,4,4,-,-,-,-,-,-,-,-
1633,16.3300,7,5,4,4,-,-,-,-,-,-,-,-
1634,16.3400,7,5,4,4,-,-,-,-,-,-,-,-
1635,16.3500,7,5,4,4,-,-,-,-,-,-,-,-
1636,16.3600,7,5,4,4,-,-,-,-,-,-,-,-
1637,16.3700,7,5,4,4,-,-,-,-,-,-,-,-
1638,16.3800,7,5,4,4,-,-,-,-,-,-,-,-
1639,16.3900,7,5,4,4,-,-,-,-,-,-,-,-
1640,16.4000,7,5,4,4,-,-,-,-,-,-,-,-
1641,16.4100,7,5,4,4,-,-,-,-,-,-,-,-
1642,16.4200,7,5,4,5,-,-,-,-,-,-,-,-
1643,16.4300,7,5,4,4,-,-,-,-,-,-,-,-
1644,16.4400,7,5,4,4,-,-,-,-,-,-,-,-
1645,16.4500,7,5,4,4,-,-,-,-,-,-,-,-
1646,16.4600,7,5,4,4,-,-,-,-,-,-,-,-
1647,16.4700,7,5,4,4,-,-,-,-,-,-,-,-
1648,16.4800,7,5,4,4,-,-,-,-,-,-,-,-
1649,16.4900,7,5,4,4,-,-,-,-,-,-,-,-
1650,16.5000,7,5,4,4,59,59,58,57,59,59,54,53
1651,16.5100,7,5,4,4,-,-,-,-,-,-,-,-
1652,16.5200,7,5,4,4,-,-,-,-,-,-,-,-
1653,16.5300,7,5,4,4,-,-,-,-,-,-,-,-
1654,16.5400,7,5,4,4,-,-,-,-,-,-,-,-
1655,16.5500,7,5,4,4,-,-,-,-,-,-,-,-
1656,16.5600,7,5,4,4,-,-,-,-,-,-,-,-
1657,16.5700,7,5,4,4,-,-,-,-,-,-,-,-
1658,16.5800,7,5,4,4,-,-,-,-,-,-,-,-
1659,16.5900,7,5,4,4,-,-,-,-,-,-,-,-
1660,16.6000,7,5,4,4,-,-,-,-,-,-,-,-
1661,16.6100,7,5,4,4,-,-,-,-,-,-,-,-
1662,16.6200,7,5,4,4,-,-,-,-,-,-,-,-
1663,16.6300,7,5,4,4,-,-,-,-,-,-,-,-
1664,16.6400,7,5,4,4,-,-,-,-,-,-,-,-
1665,16.6500,7,5,4,4,-,-,-,-,-,-,-,-
1666,16.6600,7,5,4,4,-,-,-,-,-,-,-,-
1667,16.6700,7,5,4,4,-,-,-,-,-,-,-,-
1668,16.6800,7,5,4,4,-,-,-,-,-,-,-,-
1669,16.6900,7,5,4,4,-,-,-,-,-,-,-,-
1670,16.7000,7,5,4,4,-,-,-,-,-,-,-,-
1671,16.7100,7,5,4,4,-,-,-,-,-,-,-,-
1672,16.7200,7,5,4,4,-,-,-,-,-,-,-,-
1673,16.7300,7,5,4,4,-,-,-,-,-,-,-,-
1674,16.7400,7,5,4,4,-,-,-,-,-,-,-,-
1675,16.7500,7,5,4,4,-,-,-,-,-,-,-,-
1676,16.7600,7,5,4,4,-,-,-,-,-,-,-,-
1677,16.7700,7,5,4,4,-,-,-,-,-,-,-,-
1678,16.7800,7,5,4,4,-,-,-,-,-,-,-,-
1679,16.7900,7,5,4,4,-,-,-,-,-,-,-,-
1680,16.8000,7,5,4,4,-,-,-,-,-,-,-,-
1681,16.8100,7,5,4,4,-,-,-,-,-,-,-,-
1682,16.8200,7,5,4,4,-,-,-,-,-,-,-,-
1683,16.8300,7,5,4,4,-,-,-,-,-,-,-,-
1684,16.8400,7,5,4,4,-,-,-,-,-,-,-,-
1685,16.8500,7,5,4,4,-,-,-,-,-,-,-,-
1686,16.8600,7,5,4,4,-,-,-,-,-,-,-,-
1687,16.8700,7,5,4,4,-,-,-,-,-,-,-,-
1688,16.8800,7,5,4,4,-,-,-,-,-,-,-,-
1689,16.8900,7,5,4,4,-,-,-,-,-,-,-,-
1690,16.9000,7,5,4,4,-,-,-,-,-,-,-,-
1691,16.9100,7,5,4,4,-,-,-,-,-,-,-,-
1692,16.9200,7,5,4,4,-,-,-,-,-,-,-,-
1693,16.9300,7,5,4,4,-,-,-,-,-,-,-,-
1694,16.9400,7,5,4,4,-,-,-,-,-,-,-,-
1695,16.9500,7,5,4,4,-,-,-,-,-,-,-,-
1696,16.9600,7,5,4,4,-,-,-,-,-,-,-,-
1697,16.9700,7,5,4,4,-,-,-,-,-,-,-,-
1698,16.9800,7,5,4,4,-,-,-,-,-,-,-,-
1699,16.9900,7,5,4,4,-,-,-,-,-,-,-,-
1700,17.0000,7,5,4,4,58,60,56,52,59,57,54,51
1701,17.0100,7,5,4,4,-,-,-,-,-,-,-,-
1702,17.0200,7,5,4,4,-,-,-,-,-,-,-,-
1703,17.0300,7,5,4,4,-,-,-,-,-,-,-,-
1704,17.0400,7,5,4,4,-,-,-,-,-,-,-,-
1705,17.0500,7,5,4,4,-,-,-,-,-,-,-,-
1706,17.0600,7,5,4,4,-,-,-,-,-,-,-,-
1707,17.0700,7,5,4,4,-,-,-,-,-,-,-,-
1708,17.0800,7,5,4,4,-,-,-,-,-,-,-,-
1709,17.0900,7,5,4,4,-,-,-,-,-,-,-,-
1710,17.1000,7,5,4,4,-,-,-,-,-,-,-,-
1711,17.1100,7,5,4,4,-,-,-,-,-,-,-,-
1712,17.1200,7,5,4,4,-,-,-,-,-,-,-,-
1713,17.1300,7,5,4,4,-,-,-,-,-,-,-,-
1714,17.1400,7,5,3,4,-,-,-,-,-,-,-,-
1715,17.1500,7,5,4,4,-,-,-,-,-,-,-,-
1716,17.1600,7,5,4,4,-,-,-,-,-,-,-,-
1717,17.1700,7,5,4,4,-,-,-,-,-,-,-,-
1718,17.1800,7,5,3,4,-,-,-,-,-,-,-,-
1719,17.1900,7,5,4,4,-,-,-,-,-,-,-,-
1720,17.2000,7,5,4,4,-,-,-,-,-,-,-,-
1721,17.2100,7,5,4,4,-,-,-,-,-,-,-,-
1722,17.2200,7,5,4,4,-,-,-,-,-,-,-,-
1723,17.2300,7,5,4,4,-,-,-,-,-,-,-,-
1724,17.2400,7,5,4,4,-,-,-,-,-,-,-,-
1725,17.2500,7,5,4,4,-,-,-,-,-,-,-,-
1726,17.2600,7,5,3,4,-,-,-,-,-,-,-,-
1727,17.2700,7,5,4,4,-,-,-,-,-,-,-,-
1728,17.2800,7,5,4,4,-,-,-,-,-,-,-,-
1729,17.2900,7,5,4,4,-,-,-,-,-,-,-,-
1730,17.3000,7,5,4,4,-,-,-,-,-,-,-,-
1731,17.3100,7,5,4,4,-,-,-,-,-,-,-,-
1732,17.3200,7,5,4,4,-,-,-,-,-,-,-,-
1733,17.3300,7,5,4,4,-,-,-,-,-,-,-,-
1734,17.3400,7,5,4,4,-,-,-,-,-,-,-,-
1735,17.3500,7,5,4,4,-,-,-,-,-,-,-,-
1736,17.3600,7,5,4,4,-,-,-,-,-,-,-,-
1737,17.3700,7,5,4,4,-,-,-,-,-,-,-,-
1738,17.3800,7,5,4,4,-,-,-,-,-,-,-,-
1739,17.3900,7,5,4,4,-,-,-,-,-,-,-,-
1740,17.4000,7,5,4,4,-,-,-,-,-,-,-,-
1741,17.4100,7,5,4,4,-,-,-,-,-,-,-,-
1742,17.4200,7,5,4,4,-,-,-,-,-,-,-,-
1743,17.4300,7,5,4,4,-,-,-,-,-,-,-,-
1744,17.4400,7,5,4,4,-,-,-,-,-,-,-,-
1745,17.4500,7,5,4,4,-,-,-,-,-,-,-,-
1746,17.4600,7,5,4,4,-,-,-,-,-,-,-,-
1747,17.4700,7,5,4,4,-,-,-,-,-,-,-,-
1748,17.4800,7,5,3,4,-,-,-,-,-,-,-,-
1749,17.4900,7,5,3,4,-,-,-,-,-,-,-,-
1750,17.5000,7,5,4,4,56,60,55,48,60,59,56,52
1751,17.5100,7,5,3,4,-,-,-,-,-,-,-,-
1752,17.5200,7,5,3,3,-,-,-,-,-,-,-,-
1753,17.5300,7,5,3,3,-,-,-,-,-,-,-,-
1754,17.5400,7,5,4,4,-,-,-,-,-,-,-,-
1755,17.5500,7,5,3,4,-,-,-,-,-,-,-,-
1756,17.5600,7,5,4,4,-,-,-,-,-,-,-,-
1757,17.5700,7,5,3,4,-,-,-,-,-,-,-,-
1758,17.5800,7,5,4,4,-,-,-,-,-,-,-,-
1759,17.5900,7,5,4,4,-,-,-,-,-,-,-,-
1760,17.6000,7,5,3,4,-,-,-,-,-,-,-,-
1761,17.6100,7,5,3,4,-,-,-,-,-,-,-,-
1762,17.6200,7,5,4,4,-,-,-,-,-,-,-,-
1763,17.6300,7,5,4,4,-,-,-,-,-,-,-,-
1764,17.6400,7,5,3,4,-,-,-,-,-,-,-,-
1765,17.6500,7,5,3,3,-,-,-,-,-,-,-,-
1766,17.6600,7,5,4,4,-,-,-,-,-,-,-,-
1767,17.6700,7,4,4,4,-,-,-,-,-,-,-,-
1768,17.6800,7,4,4,4,-,-,-,-,-,-,-,-
1769,17.6900,7,4,4,4,-,-,-,-,-,-,-,-
1770,17.7000,7,4,3,4,-,-,-,-,-,-,-,-
1771,17.7100,7,4,3,4,-,-,-,-,-,-,-,-
1772,17.7200,7,4,4,4,-,-,-,-,-,-,-,-
1773,17.7300,7,4,4,4,-,-,-,-,-,-,-,-
1774,17.7400,7,4,3,4,-,-,-,-,-,-,-,-
1775,17.7500,7,4,3,4,-,-,-,-,-,-,-,-
1776,17.7600,7,4,4,4,-,-,-,-,-,-,-,-
1777,17.7700,7,4,3,4,-,-,-,-,-,-,-,-
1778,17.7800,7,4,4,4,-,-,-,-,-,-,-,-
1779,17.7900,7,4,4,4,-,-,-,-,-,-,-,-
1780,17.8000,7,4,3,4,-,-,-,-,-,-,-,-
1781,17.8100,7,4,3,4,-,-,-,-,-,-,-,-
1782,17.8200,7,4,4,4,-,-,-,-,-,-,-,-
1783,17.8300,7,4,4,4,-,-,-,-,-,-,-,-
1784,17.8400,7,4,4,4,-,-,-,-,-,-,-,-
1785,17.8500,7,4,4,4,-,-,-,-,-,-,-,-
1786,17.8600,7,4,3,4,-,-,-,-,-,-,-,-
1787,17.8700,7,4,3,3,-,-,-,-,-,-,-,-
1788,17.8800,7,4,4,4,-,-,-,-,-,-,-,-
1789,17.8900,7,4,4,4,-,-,-,-,-,-,-,-
1790,17.9000,7,4,4,4,-,-,-,-,-,-,-,-
1791,17.9100,7,4,3,4,-,-,-,-,-,-,-,-
1792,17.9200,7,4,3,3,-,-,-,-,-,-,-,-
1793,17.9300,7,4,3,3,-,-,-,-,-,-,-,-
1794,17.9400,7,4,3,3,-,-,-,-,-,-,-,-
1795,17.9500,7,4,4,4,-,-,-,-,-,-,-,-
1796,17.9600,7,4,4,4,-,-,-,-,-,-,-,-
1797,17.9700,7,4,4,4,-,-,-,-,-,-,-,-
1798,17.9800,7,4,3,3,-,-,-,-,-,-,-,-
1799,17.9900,7,4,3,3,-,-,-,-,-,-,-,-
1800,18.0000,7,4,4,4,59,59,55,49,60,58,53,54
1801,18.0100,7,4,4,4,-,-,-,-,-,-,-,-
1802,18.0200,7,4,4,4,-,-,-,-,-,-,-,-
1803,18.0300,7,4,4,4,-,-,-,-,-,-,-,-
1804,18.0400,7,4,4,4,-,-,-,-,-,-,-,-
1805,18.0500,7,4,3,3,-,-,-,-,-,-,-,-
1806,18.0600,7,4,3,3,-,-,-,-,-,-,-,-
1807,18.0700,7,4,3,4,-,-,-,-,-,-,-,-
1808,18.0800,7,4,4,4,-,-,-,-,-,-,-,-
1809,18.0900,7,4,4,4,-,-,-,-,-,-,-,-
1810,18.1000,7,4,4,4,-,-,-,-,-,-,-,-
1811,18.1100,7,4,4,4,-,-,-,-,-,-,-,-
1812,18.1200,7,4,4,4,-,-,-,-,-,-,-,-
1813,18.1300,7,4,4,4,-,-,-,-,-,-,-,-
1814,18.1400,7,4,4,4,-,-,-,-,-,-,-,-
1815,18.1500,7,4,4,4,-,-,-,-,-,-,-,-
1816,18.1600,7,4,4,4,-,-,-,-,-,-,-,-
1817,18.1700,7,4,4,4,-,-,-,-,-,-,-,-
1818,18.1800,7,4,4,4,-,-,-,-,-,-,-,-
1819,18.1900,7,4,4,4,-,-,-,-,-,-,-,-
1820,18.2000,7,4,4,4,-,-,-,-,-,-,-,-
1821,18.2100,7,4,4,4,-,-,-,-,-,-,-,-
1822,18.2200,7,4,4,4,-,-,-,-,-,-,-,-
1823,18.2300,7,4,4,4,-,-,-,-,-,-,-,-
1824,18.2400,7,4,4,4,-,-,-,-,-,-,-,-
1825,18.2500,7,4,4,4,-,-,-,-,-,-,-,-
1826,18.2600,7,4,4,4,-,-,-,-,-,-,-,-
1827,18.2700,7,4,4,4,-,-,-,-,-,-,-,-
1828,18.2800,7,4,4,4,-,-,-,-,-,-,-,-
1829,18.2900,7,4,4,4,-,-,-,-,-,-,-,-
1830,18.3000,7,4,4,4,-,-,-,-,-,-,-,-
1831,18.3100,7,4,4,4,-,-,-,-,-,-,-,-
1832,18.3200,7,4,4,4,-,-,-,-,-,-,-,-
1833,18.3300,7,4,4,4,-,-,-,-,-,-,-,-
1834,18.3400,7,4,4,4,-,-,-,-,-,-,-,-
1835,18.3500,7,4,4,4,-,-,-,-,-,-,-,-
1836,18.3600,7,4,4,4,-,-,-,-,-,-,-,-
1837,18.3700,7,4,4,4,-,-,-,-,-,-,-,-
1838,18.3800,7,4,4,4,-,-,-,-,-,-,-,-
1839,18.3900,7,4,4,4,-,-,-,-,-,-,-,-
1840,18.4000,7,4,4,4,-,-,-,-,-,-,-,-
1841,18.4100,7,4,4,4,-,-,-,-,-,-,-,-
