step,t_ms,e0,e1,e2,e3,e4,e5,e6,e7
3844,38.4400,1.5125372780e-01,1.4932180439e-01,1.4735218680e-01,1.4521184949e-01,1.4733366658e-01,1.4561157655e-01,1.4384908710e-01,1.4192662854e-01
3845,38.4500,1.5130849382e-01,1.4937657041e-01,1.4740695282e-01,1.4526661551e-01,1.4738843260e-01,1.4566634257e-01,1.4390385312e-01,1.4198139456e-01
3846,38.4600,1.5136325984e-01,1.4943133643e-01,1.4746171884e-01,1.4532138153e-01,1.4744319862e-01,1.4572110859e-01,1.4395861914e-01,1.4203616059e-01
3847,38.4700,1.5141802586e-01,1.4948610245e-01,1.4751648487e-01,1.4537614755e-01,1.4749796464e-01,1.4577587462e-01,1.4401338516e-01,1.4209092661e-01
3848,38.4800,1.5147279188e-01,1.4954086847e-01,1.4757125089e-01,1.4543091357e-01,1.4755273066e-01,1.4583064064e-01,1.4406815118e-01,1.4214569263e-01
3849,38.4900,1.5152755790e-01,1.4959563449e-01,1.4762601691e-01,1.4548567959e-01,1.4760749668e-01,1.4588540666e-01,1.4412291720e-01,1.4220045865e-01
3850,38.5000,1.5158232393e-01,1.4965040052e-01,1.4768078293e-01,1.4554044561e-01,1.4766226270e-01,1.4594017268e-01,1.4417768322e-01,1.4225522467e-01
3851,38.5100,1.5163708995e-01,1.4970516654e-01,1.4773554895e-01,1.4559521163e-01,1.4771702872e-01,1.4599493870e-01,1.4423244925e-01,1.4230999069e-01
3852,38.5200,1.5169185597e-01,1.4975993256e-01,1.4779031497e-01,1.4564997765e-01,1.4777179475e-01,1.4604970472e-01,1.4428721527e-01,1.4236475671e-01
3853,38.5300,1.5174662199e-01,1.4981469858e-01,1.4784508099e-01,1.4570474368e-01,1.4782656077e-01,1.4610447074e-01,1.4434198129e-01,1.4241952273e-01
3854,38.5400,1.5180138801e-01,1.4986946460e-01,1.4789984701e-01,1.4575950970e-01,1.4788132679e-01,1.4615923676e-01,1.4439674731e-01,1.4247428875e-01
3855,38.5500,1.5185615403e-01,1.4992423062e-01,1.4795461304e-01,1.4581427572e-01,1.4793609281e-01,1.4621400278e-01,1.4445151333e-01,1.4252905477e-01
3856,38.5600,1.5191092005e-01,1.4997899664e-01,1.4800937906e-01,1.4586904174e-01,1.4799085883e-01,1.4626876881e-01,1.4450627935e-01,1.4258382079e-01
3857,38.5700,1.5196568607e-01,1.5003376266e-01,1.4806414508e-01,1.4592380776e-01,1.4804562485e-01,1.4632353483e-01,1.4456104537e-01,1.4263858681e-01
3858,38.5800,1.5202045209e-01,1.5008852869e-01,1.4811891110e-01,1.4597857378e-01,1.4810039087e-01,1.4637830085e-01,1.4461581139e-01,1.4269335283e-01
3859,38.5900,1.5207521811e-01,1.5014329471e-01,1.4817367712e-01,1.4603333980e-01,1.4815515689e-01,1.4643306687e-01,1.4467057741e-01,1.4274811885e-01
3860,38.6000,1.5212998413e-01,1.5019806073e-01,1.4822844314e-01,1.4608810582e-01,1.4820992291e-01,1.4648783289e-01,1.4472534343e-01,1.4280288487e-01
3861,38.6100,1.5218475016e-01,1.5025282675e-01,1.4828320916e-01,1.4614287184e-01,1.4826468893e-01,1.4654259891e-01,1.4478010945e-01,1.4285765089e-01
3862,38.6200,1.5223951618e-01,1.5030759277e-01,1.4833797518e-01,1.4619763786e-01,1.4831945495e-01,1.4659736493e-01,1.4483487547e-01,1.4291241691e-01
3863,38.6300,1.5229428220e-01,1.5036235879e-01,1.4839274120e-01,1.4625240389e-01,1.4837422097e-01,1.4665213095e-01,1.4488964149e-01,1.4296718294e-01
3864,38.6400,1.5234904822e-01,1.5041712481e-01,1.4844750723e-01,1.4630716991e-01,1.4842898699e-01,1.4670689697e-01,1.4494440751e-01,1.4302194896e-01
3865,38.6500,1.5240381424e-01,1.5047189084e-01,1.4850227325e-01,1.4636193593e-01,1.4848375302e-01,1.4676166299e-01,1.4499917353e-01,1.4307671498e-01
3866,38.6600,1.5245858026e-01,1.5052665686e-01,1.4855703927e-01,1.4641670195e-01,1.4853851904e-01,1.4681642902e-01,1.4505393956e-01,1.4313148100e-01
3867,38.6700,1.5251334628e-01,1.5058142288e-01,1.4861180529e-01,1.4647146797e-01,1.4859328506e-01,1.4687119504e-01,1.4510870558e-01,1.4318624702e-01
3868,38.6800,1.5256811230e-01,1.5063618890e-01,1.4866657131e-01,1.4652623399e-01,1.4864805108e-01,1.4692596106e-01,1.4516347160e-01,1.4324101304e-01
3869,38.6900,1.5262287832e-01,1.5069095492e-01,1.4872133733e-01,1.4658100001e-01,1.4870281710e-01,1.4698072708e-01,1.4521823762e-01,1.4329577906e-01
3870,38.7000,1.5267764434e-01,1.5074572094e-01,1.4877610335e-01,1.4663576603e-01,1.4875758312e-01,1.4703549310e-01,1.4527300364e-01,1.4335054508e-01
3871,38.7100,1.5273241037e-01,1.5080048696e-01,1.4883086937e-01,1.4669053205e-01,1.4881234914e-01,1.4709025912e-01,1.4532776966e-01,1.4340531110e-01
3872,38.7200,1.5278717639e-01,1.5085525298e-01,1.4888563540e-01,1.4674529807e-01,1.4886711516e-01,1.4714502514e-01,1.4538253568e-01,1.4346007712e-01
3873,38.7300,1.5284194241e-01,1.5091001901e-01,1.4894040142e-01,1.4680006410e-01,1.4892188118e-01,1.4719979116e-01,1.4543730170e-01,1.4351484314e-01
3874,38.7400,1.5289670843e-01,1.5096478503e-01,1.4899516744e-01,1.4685483012e-01,1.4897664720e-01,1.4725455718e-01,1.4549206772e-01,1.4356960916e-01
3875,38.7500,1.5295147445e-01,1.5101955105e-01,1.4904993346e-01,1.4690959614e-01,1.4903141322e-01,1.4730932320e-01,1.4554683374e-01,1.4362437518e-01
3876,38.7600,1.5300624047e-01,1.5107431707e-01,1.4910469948e-01,1.4696436216e-01,1.4908617924e-01,1.4736408923e-01,1.4560159976e-01,1.4367914120e-01
3877,38.7700,1.5306100649e-01,1.5112908309e-01,1.4915946550e-01,1.4701912818e-01,1.4914094526e-01,1.4741885525e-01,1.4565636578e-01,1.4373390722e-01
3878,38.7800,1.5311577251e-01,1.5118384911e-01,1.4921423152e-01,1.4707389420e-01,1.4919571128e-01,1.4747362127e-01,1.4571113180e-01,1.4378867324e-01
3879,38.7900,1.5317053853e-01,1.5123861513e-01,1.4926899754e-01,1.4712866022e-01,1.4925047731e-01,1.4752838729e-01,1.4576589782e-01,1.4384343926e-01
3880,38.8000,1.5322530455e-01,1.5129338116e-01,1.4932376356e-01,1.4718342624e-01,1.4930524333e-01,1.4758315331e-01,1.4582066384e-01,1.4389820528e-01
3881,38.8100,1.5328007057e-01,1.5134814718e-01,1.4937852959e-01,1.4723819226e-01,1.4936000935e-01,1.4763791933e-01,1.4587542987e-01,1.4395297131e-01
3882,38.8200,1.5333483660e-01,1.5140291320e-01,1.4943329561e-01,1.4729295828e-01,1.4941477537e-01,1.4769268535e-01,1.4593019589e-01,1.4400773733e-01
3883,38.8300,1.5338960262e-01,1.5145767922e-01,1.4948806163e-01,1.4734772431e-01,1.4946954139e-01,1.4774745137e-01,1.4598496191e-01,1.4406250335e-01
3884,38.8400,1.5344436864e-01,1.5151244524e-01,1.4954282765e-01,1.4740249033e-01,1.4952430741e-01,1.4780221739e-01,1.4603972793e-01,1.4411726937e-01
3885,38.8500,1.5349913466e-01,1.5156721126e-01,1.4959759367e-01,1.4745725635e-01,1.4957907343e-01,1.4785698341e-01,1.4609449395e-01,1.4417203539e-01
3886,38.8600,1.5355390068e-01,1.5162197728e-01,1.4965235969e-01,1.4751202237e-01,1.4963383945e-01,1.4791174944e-01,1.4614925997e-01,1.4422680141e-01
3887,38.8700,1.5360866670e-01,1.5167674331e-01,1.4970712571e-01,1.4756678839e-01,1.4968860547e-01,1.4796651546e-01,1.4620402599e-01,1.4428156743e-01
3888,38.8800,1.5366343272e-01,1.5173150933e-01,1.4976189173e-01,1.4762155441e-01,1.4974337149e-01,1.4802128148e-01,1.4625879201e-01,1.4433633345e-01
3889,38.8900,1.5371819874e-01,1.5178627535e-01,1.4981665776e-01,1.4767632043e-01,1.4979813751e-01,1.4807604750e-01,1.4631355803e-01,1.4439109947e-01
3890,38.9000,1.5377296476e-01,1.5184104137e-01,1.4987142378e-01,1.4773108645e-01,1.4985290353e-01,1.4813081352e-01,1.4636832405e-01,1.4444586549e-01
3891,38.9100,1.5382773078e-01,1.5189580739e-01,1.4992618980e-01,1.4778585247e-01,1.4990766955e-01,1.4818557954e-01,1.4642309007e-01,1.4450063151e-01
3892,38.9200,1.5388249681e-01,1.5195057341e-01,1.4998095582e-01,1.4784061849e-01,1.4996243557e-01,1.4824034556e-01,1.4647785609e-01,1.4455539753e-01
3893,38.9300,1.5393726283e-01,1.5200533943e-01,1.5003572184e-01,1.4789538452e-01,1.5001720160e-01,1.4829511158e-01,1.4653262211e-01,1.4461016355e-01
3894,38.9400,1.5399202885e-01,1.5206010545e-01,1.5009048786e-01,1.4795015054e-01,1.5007196762e-01,1.4834987760e-01,1.4658738813e-01,1.4466492957e-01
3895,38.9500,1.5404679487e-01,1.5211487148e-01,1.5014525388e-01,1.4800491656e-01,1.5012673364e-01,1.4840464362e-01,1.4664215415e-01,1.4471969559e-01
3896,38.9600,1.5410156089e-01,1.5216963750e-01,1.5020001990e-01,1.4805968258e-01,1.5018149966e-01,1.4845940965e-01,1.4669692018e-01,1.4477446161e-01
3897,38.9700,1.5415632691e-01,1.5222440352e-01,1.5025478592e-01,1.4811444860e-01,1.5023626568e-01,1.4851417567e-01,1.4675168620e-01,1.4482922763e-01
3898,38.9800,1.5421109293e-01,1.5227916954e-01,1.5030955195e-01,1.4816921462e-01,1.5029103170e-01,1.4856894169e-01,1.4680645222e-01,1.4488399365e-01
3899,38.9900,1.5426585895e-01,1.5233393556e-01,1.5036431797e-01,1.4822398064e-01,1.5034579772e-01,1.4862370771e-01,1.4686121824e-01,1.4493875968e-01
3900,39.0000,1.5432062497e-01,1.5238870158e-01,1.5041908399e-01,1.4827874666e-01,1.5040056374e-01,1.4867847373e-01,1.4691598426e-01,1.4499352570e-01
3901,39.0100,1.5437539099e-01,1.5244346760e-01,1.5047385001e-01,1.4833351268e-01,1.5045532976e-01,1.4873323975e-01,1.4697075028e-01,1.4504829172e-01
3902,39.0200,1.5443015701e-01,1.5249823363e-01,1.5052861603e-01,1.4838827870e-01,1.5051009578e-01,1.4878800577e-01,1.4702551630e-01,1.4510305774e-01
3903,39.0300,1.5448492304e-01,1.5255299965e-01,1.5058338205e-01,1.4844304473e-01,1.5056486180e-01,1.4884277179e-01,1.4708028232e-01,1.4515782376e-01
3904,39.0400,1.5453968906e-01,1.5260776567e-01,1.5063814807e-01,1.4849781075e-01,1.5061962782e-01,1.4889753781e-01,1.4713504834e-01,1.4521258978e-01
3905,39.0500,1.5459445508e-01,1.5266253169e-01,1.5069291409e-01,1.4855257677e-01,1.5067439384e-01,1.4895230383e-01,1.4718981436e-01,1.4526735580e-01
3906,39.0600,1.5464922110e-01,1.5271729771e-01,1.5074768012e-01,1.4860734279e-01,1.5072915987e-01,1.4900706986e-01,1.4724458038e-01,1.4532212182e-01
3907,39.0700,1.5470398712e-01,1.5277206373e-01,1.5080244614e-01,1.4866210881e-01,1.5078392589e-01,1.4906183588e-01,1.4729934640e-01,1.4537688784e-01
3908,39.0800,1.5475875314e-01,1.5282682975e-01,1.5085721216e-01,1.4871687483e-01,1.5083869191e-01,1.4911660190e-01,1.4735411242e-01,1.4543165386e-01
3909,39.0900,1.5481351916e-01,1.5288159577e-01,1.5091197818e-01,1.4877164085e-01,1.5089345793e-01,1.4917136792e-01,1.4740887844e-01,1.4548641988e-01
3910,39.1000,1.5486828518e-01,1.5293636180e-01,1.5096674420e-01,1.4882640687e-01,1.5094822395e-01,1.4922613394e-01,1.4746364446e-01,1.4554118590e-01
3911,39.1100,1.5492305120e-01,1.5299112782e-01,1.5102151022e-01,1.4888117289e-01,1.5100298997e-01,1.4928089996e-01,1.4751841049e-01,1.4559595192e-01
3912,39.1200,1.5497781722e-01,1.5304589384e-01,1.5107627624e-01,1.4893593891e-01,1.5105775599e-01,1.4933566598e-01,1.4757317651e-01,1.4565071794e-01
3913,39.1300,1.5503258324e-01,1.5310065986e-01,1.5113104226e-01,1.4899070494e-01,1.5111252201e-01,1.4939043200e-01,1.4762794253e-01,1.4570548396e-01
3914,39.1400,1.5508734927e-01,1.5315542588e-01,1.5118580828e-01,1.4904547096e-01,1.5116728803e-01,1.4944519802e-01,1.4768270855e-01,1.4576024998e-01
3915,39.1500,1.5514211529e-01,1.5321019190e-01,1.5124057431e-01,1.4910023698e-01,1.5122205405e-01,1.4949996405e-01,1.4773747457e-01,1.4581501600e-01
3916,39.1600,1.5519688131e-01,1.5326495792e-01,1.5129534033e-01,1.4915500300e-01,1.5127682007e-01,1.4955473007e-01,1.4779224059e-01,1.4586978202e-01
3917,39.1700,1.5525164733e-01,1.5331972395e-01,1.5135010635e-01,1.4920976902e-01,1.5133158609e-01,1.4960949609e-01,1.4784700661e-01,1.4592454805e-01
3918,39.1800,1.5530641335e-01,1.5337448997e-01,1.5140487237e-01,1.4926453504e-01,1.5138635211e-01,1.4966426211e-01,1.4790177263e-01,1.4597931407e-01
3919,39.1900,1.5536117937e-01,1.5342925599e-01,1.5145963839e-01,1.4931930106e-01,1.5144111813e-01,1.4971902813e-01,1.4795653865e-01,1.4603408009e-01
3920,39.2000,1.5541594539e-01,1.5348402201e-01,1.5151440441e-01,1.4937406708e-01,1.5149588416e-01,1.4977379415e-01,1.4801130467e-01,1.4608884611e-01
3921,39.2100,1.5547071141e-01,1.5353878803e-01,1.5156917043e-01,1.4942883310e-01,1.5155065018e-01,1.4982856017e-01,1.4806607069e-01,1.4614361213e-01
3922,39.2200,1.5552547743e-01,1.5359355405e-01,1.5162393645e-01,1.4948359912e-01,1.5160541620e-01,1.4988332619e-01,1.4812083671e-01,1.4619837815e-01
3923,39.2300,1.5558024345e-01,1.5364832007e-01,1.5167870248e-01,1.4953836515e-01,1.5166018222e-01,1.4993809221e-01,1.4817560273e-01,1.4625314417e-01
3924,39.2400,1.5563500948e-01,1.5370308609e-01,1.5173346850e-01,1.4959313117e-01,1.5171494824e-01,1.4999285823e-01,1.4823036875e-01,1.4630791019e-01
3925,39.2500,1.5568977550e-01,1.5375785212e-01,1.5178823452e-01,1.4964789719e-01,1.5176971426e-01,1.5004762426e-01,1.4828513477e-01,1.4636267621e-01
3926,39.2600,1.5574454152e-01,1.5381261814e-01,1.5184300054e-01,1.4970266321e-01,1.5182448028e-01,1.5010239028e-01,1.4833990080e-01,1.4641744223e-01
3927,39.2700,1.5579930754e-01,1.5386738416e-01,1.5189776656e-01,1.4975742923e-01,1.5187924630e-01,1.5015715630e-01,1.4839466682e-01,1.4647220825e-01
3928,39.2800,1.5585407356e-01,1.5392215018e-01,1.5195253258e-01,1.4981219525e-01,1.5193401232e-01,1.5021192232e-01,1.4844943284e-01,1.4652697427e-01
3929,39.2900,1.5590883958e-01,1.5397691620e-01,1.5200729860e-01,1.4986696127e-01,1.5198877834e-01,1.5026668834e-01,1.4850419886e-01,1.4658174029e-01
3930,39.3000,1.5596360560e-01,1.5403168222e-01,1.5206206462e-01,1.4992172729e-01,1.5204354436e-01,1.5032145436e-01,1.4855896488e-01,1.4663650631e-01
3931,39.3100,1.5601837162e-01,1.5408644824e-01,1.5211683064e-01,1.4997649331e-01,1.5209831038e-01,1.5037622038e-01,1.4861373090e-01,1.4669127233e-01
3932,39.3200,1.5607313764e-01,1.5414121427e-01,1.5217159667e-01,1.5003125933e-01,1.5215307640e-01,1.5043098640e-01,1.4866849692e-01,1.4674603835e-01
3933,39.3300,1.5612790366e-01,1.5419598029e-01,1.5222636269e-01,1.5008602536e-01,1.5220784242e-01,1.5048575242e-01,1.4872326294e-01,1.4680080437e-01
3934,39.3400,1.5618266968e-01,1.5425074631e-01,1.5228112871e-01,1.5014079138e-01,1.5226260845e-01,1.5054051844e-01,1.4877802896e-01,1.4685557040e-01
3935,39.3500,1.5623743571e-01,1.5430551233e-01,1.5233589473e-01,1.5019555740e-01,1.5231737447e-01,1.5059528447e-01,1.4883279498e-01,1.4691033642e-01
3936,39.3600,1.5629220173e-01,1.5436027835e-01,1.5239066075e-01,1.5025032342e-01,1.5237214049e-01,1.5065005049e-01,1.4888756100e-01,1.4696510244e-01
3937,39.3700,1.5634696775e-01,1.5441504437e-01,1.5244542677e-01,1.5030508944e-01,1.5242690651e-01,1.5070481651e-01,1.4894232702e-01,1.4701986846e-01
3938,39.3800,1.5640173377e-01,1.5446981039e-01,1.5250019279e-01,1.5035985546e-01,1.5248167253e-01,1.5075958253e-01,1.4899709304e-01,1.4707463448e-01
3939,39.3900,1.5645649979e-01,1.5452457641e-01,1.5255495881e-01,1.5041462148e-01,1.5253643855e-01,1.5081434855e-01,1.4905185906e-01,1.4712940050e-01
3940,39.4000,1.5651126581e-01,1.5457934244e-01,1.5260972484e-01,1.5046938750e-01,1.5259120457e-01,1.5086911457e-01,1.4910662508e-01,1.4718416652e-01
3941,39.4100,1.5656603183e-01,1.5463410846e-01,1.5266449086e-01,1.5052415352e-01,1.5264597059e-01,1.5092388059e-01,1.4916139110e-01,1.4723893254e-01
3942,39.4200,1.5662079785e-01,1.5468887448e-01,1.5271925688e-01,1.5057891954e-01,1.5270073661e-01,1.5097864661e-01,1.4921615713e-01,1.4729369856e-01
3943,39.4300,1.5667556387e-01,1.5474364050e-01,1.5277402290e-01,1.5063368557e-01,1.5275550263e-01,1.5103341263e-01,1.4927092315e-01,1.4734846458e-01
3944,39.4400,1.5673032989e-01,1.5479840652e-01,1.5282878892e-01,1.5068845159e-01,1.5281026865e-01,1.5108817865e-01,1.4932568917e-01,1.4740323060e-01
3945,39.4500,1.5678509592e-01,1.5485317254e-01,1.5288355494e-01,1.5074321761e-01,1.5286503467e-01,1.5114294468e-01,1.4938045519e-01,1.4745799662e-01
3946,39.4600,1.5683986194e-01,1.5490793856e-01,1.5293832096e-01,1.5079798363e-01,1.5291980069e-01,1.5119771070e-01,1.4943522121e-01,1.4751276264e-01
3947,39.4700,1.5689462796e-01,1.5496270459e-01,1.5299308698e-01,1.5085274965e-01,1.5297456672e-01,1.5125247672e-01,1.4948998723e-01,1.4756752866e-01
3948,39.4800,1.5694939398e-01,1.5501747061e-01,1.5304785300e-01,1.5090751567e-01,1.5302933274e-01,1.5130724274e-01,1.4954475325e-01,1.4762229468e-01
3949,39.4900,1.5700416000e-01,1.5507223663e-01,1.5310261903e-01,1.5096228169e-01,1.5308409876e-01,1.5136200876e-01,1.4959951927e-01,1.4767706070e-01
3950,39.5000,1.5705892602e-01,1.5512700265e-01,1.5315738505e-01,1.5101704771e-01,1.5313886478e-01,1.5141677478e-01,1.4965428529e-01,1.4773182672e-01
3951,39.5100,1.5711369204e-01,1.5518176867e-01,1.5321215107e-01,1.5107181373e-01,1.5319363080e-01,1.5147154080e-01,1.4970905131e-01,1.4778659274e-01
3952,39.5200,1.5716845806e-01,1.5523653469e-01,1.5326691709e-01,1.5112657975e-01,1.5324839682e-01,1.5152630682e-01,1.4976381733e-01,1.4784135877e-01
3953,39.5300,1.5722322408e-01,1.5529130071e-01,1.5332168311e-01,1.5118134578e-01,1.5330316284e-01,1.5158107284e-01,1.4981858335e-01,1.4789612479e-01
3954,39.5400,1.5727799010e-01,1.5534606673e-01,1.5337644913e-01,1.5123611180e-01,1.5335792886e-01,1.5163583886e-01,1.4987334937e-01,1.4795089081e-01
3955,39.5500,1.5733275612e-01,1.5540083276e-01,1.5343121515e-01,1.5129087782e-01,1.5341269488e-01,1.5169060489e-01,1.4992811539e-01,1.4800565683e-01
3956,39.5600,1.5738752215e-01,1.5545559878e-01,1.5348598117e-01,1.5134564384e-01,1.5346746090e-01,1.5174537091e-01,1.4998288141e-01,1.4806042285e-01
3957,39.5700,1.5744228817e-01,1.5551036480e-01,1.5354074720e-01,1.5140040986e-01,1.5352222692e-01,1.5180013693e-01,1.5003764744e-01,1.4811518887e-01
3958,39.5800,1.5749705419e-01,1.5556513082e-01,1.5359551322e-01,1.5145517588e-01,1.5357699294e-01,1.5185490295e-01,1.5009241346e-01,1.4816995489e-01
3959,39.5900,1.5755182021e-01,1.5561989684e-01,1.5365027924e-01,1.5150994190e-01,1.5363175896e-01,1.5190966897e-01,1.5014717948e-01,1.4822472091e-01
3960,39.6000,1.5760658623e-01,1.5567466286e-01,1.5370504526e-01,1.5156470792e-01,1.5368652498e-01,1.5196443499e-01,1.5020194550e-01,1.4827948693e-01
3961,39.6100,1.5766135225e-01,1.5572942888e-01,1.5375981128e-01,1.5161947394e-01,1.5374129101e-01,1.5201920101e-01,1.5025671152e-01,1.4833425295e-01
3962,39.6200,1.5771611827e-01,1.5578419491e-01,1.5381457730e-01,1.5167423996e-01,1.5379605703e-01,1.5207396703e-01,1.5031147754e-01,1.4838901897e-01
3963,39.6300,1.5777088429e-01,1.5583896093e-01,1.5386934332e-01,1.5172900599e-01,1.5385082305e-01,1.5212873305e-01,1.5036624356e-01,1.4844378499e-01
3964,39.6400,1.5782565031e-01,1.5589372695e-01,1.5392410934e-01,1.5178377201e-01,1.5390558907e-01,1.5218349907e-01,1.5042100958e-01,1.4849855101e-01
3965,39.6500,1.5788041633e-01,1.5594849297e-01,1.5397887536e-01,1.5183853803e-01,1.5396035509e-01,1.5223826510e-01,1.5047577560e-01,1.4855331703e-01
3966,39.6600,1.5793518236e-01,1.5600325899e-01,1.5403364139e-01,1.5189330405e-01,1.5401512111e-01,1.5229303112e-01,1.5053054162e-01,1.4860808305e-01
3967,39.6700,1.5798994838e-01,1.5605802501e-01,1.5408840741e-01,1.5194807007e-01,1.5406988713e-01,1.5234779714e-01,1.5058530764e-01,1.4866284907e-01
3968,39.6800,1.5804471440e-01,1.5611279103e-01,1.5414317343e-01,1.5200283609e-01,1.5412465315e-01,1.5240256316e-01,1.5064007366e-01,1.4871761509e-01
3969,39.6900,1.5809948042e-01,1.5616755705e-01,1.5419793945e-01,1.5205760211e-01,1.5417941917e-01,1.5245732918e-01,1.5069483968e-01,1.4877238111e-01
3970,39.7000,1.5815424644e-01,1.5622232308e-01,1.5425270547e-01,1.5211236813e-01,1.5423418519e-01,1.5251209520e-01,1.5074960570e-01,1.4882714714e-01
3971,39.7100,1.5820901246e-01,1.5627708910e-01,1.5430747149e-01,1.5216713415e-01,1.5428895121e-01,1.5256686122e-01,1.5080437172e-01,1.4888191316e-01
3972,39.7200,1.5826377848e-01,1.5633185512e-01,1.5436223751e-01,1.5222190017e-01,1.5434371723e-01,1.5262162724e-01,1.5085913774e-01,1.4893667918e-01
3973,39.7300,1.5831854450e-01,1.5638662114e-01,1.5441700353e-01,1.5227666620e-01,1.5439848325e-01,1.5267639326e-01,1.5091390377e-01,1.4899144520e-01
3974,39.7400,1.5837331052e-01,1.5644138716e-01,1.5447176955e-01,1.5233143222e-01,1.5445324928e-01,1.5273115928e-01,1.5096866979e-01,1.4904621122e-01
3975,39.7500,1.5842807654e-01,1.5649615318e-01,1.5452653558e-01,1.5238619824e-01,1.5450801530e-01,1.5278592531e-01,1.5102343581e-01,1.4910097724e-01
3976,39.7600,1.5848284256e-01,1.5655091920e-01,1.5458130160e-01,1.5244096426e-01,1.5456278132e-01,1.5284069133e-01,1.5107820183e-01,1.4915574326e-01
3977,39.7700,1.5853760859e-01,1.5660568523e-01,1.5463606762e-01,1.5249573028e-01,1.5461754734e-01,1.5289545735e-01,1.5113296785e-01,1.4921050928e-01
3978,39.7800,1.5859237461e-01,1.5666045125e-01,1.5469083364e-01,1.5255049630e-01,1.5467231336e-01,1.5295022337e-01,1.5118773387e-01,1.4926527530e-01
3979,39.7900,1.5864714063e-01,1.5671521727e-01,1.5474559966e-01,1.5260526232e-01,1.5472707938e-01,1.5300498939e-01,1.5124249989e-01,1.4932004132e-01
3980,39.8000,1.5870190665e-01,1.5676998329e-01,1.5480036568e-01,1.5266002834e-01,1.5478184540e-01,1.5305975541e-01,1.5129726591e-01,1.4937480734e-01
3981,39.8100,1.5875667267e-01,1.5682474931e-01,1.5485513170e-01,1.5271479436e-01,1.5483661142e-01,1.5311452143e-01,1.5135203193e-01,1.4942957336e-01
3982,39.8200,1.5881143869e-01,1.5687951533e-01,1.5490989772e-01,1.5276956038e-01,1.5489137744e-01,1.5316928745e-01,1.5140679795e-01,1.4948433938e-01
3983,39.8300,1.5886620471e-01,1.5693428135e-01,1.5496466375e-01,1.5282432641e-01,1.5494614346e-01,1.5322405347e-01,1.5146156397e-01,1.4953910540e-01
3984,39.8400,1.5892097073e-01,1.5698904737e-01,1.5501942977e-01,1.5287909243e-01,1.5500090948e-01,1.5327881949e-01,1.5151632999e-01,1.4959387142e-01
3985,39.8500,1.5897573675e-01,1.5704381340e-01,1.5507419579e-01,1.5293385845e-01,1.5505567550e-01,1.5333358551e-01,1.5157109601e-01,1.4964863744e-01
3986,39.8600,1.5903050277e-01,1.5709857942e-01,1.5512896181e-01,1.5298862447e-01,1.5511044152e-01,1.5338835154e-01,1.5162586203e-01,1.4970340346e-01
3987,39.8700,1.5908526880e-01,1.5715334544e-01,1.5518372783e-01,1.5304339049e-01,1.5516520754e-01,1.5344311756e-01,1.5168062805e-01,1.4975816948e-01
3988,39.8800,1.5914003482e-01,1.5720811146e-01,1.5523849385e-01,1.5309815651e-01,1.5521997357e-01,1.5349788358e-01,1.5173539408e-01,1.4981293551e-01
